"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Man Bigglestone","M",41,"3767",25,1982-09-14,"Web Developer IV",NA,"High Net Worth","No",16
"Carl Eyre","M",41,"1970",51,1982-08-23,"Desktop Support Technician","Manufacturing","Mass Customer","No",7
"Fan Gaythwaite","F",41,"2554",76,1982-08-21,"Software Engineer III",NA,"High Net Worth","No",12
"Mariel Blacksell","F",41,"3078",54,1982-08-16,"Safety Technician III","Retail","Mass Customer","No",7
"Celisse McCloughen","F",41,"2982",30,1982-08-08,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",11
"Zackariah Catteroll","M",41,"2623",42,1982-07-28,"Media Manager III","Property","Mass Customer","Yes",15
"Mortimer Iremonger","M",41,"2022",79,1982-07-03,NA,"IT","Affluent Customer","No",7
"Marcel Eddolls","M",41,"3278",66,1982-06-22,"VP Product Management","Financial Services","Affluent Customer","No",9
"Etheline Gerretsen","F",41,"3464",38,1982-06-09,"Staff Accountant III","Financial Services","Mass Customer","Yes",4
"Oates Broadberrie","M",41,"2449",54,1982-06-01,"Tax Accountant",NA,"Affluent Customer","No",8
"Caralie Morfett","F",41,"989",43,1982-05-24,"Project Manager","Financial Services","Mass Customer","No",17
"Rikki Eytel","F",41,"1400",51,1982-05-23,"Senior Developer","Manufacturing","Affluent Customer","Yes",7
"Cordy Readshall","F",41,"2373",51,1982-05-22,"Structural Engineer","Manufacturing","High Net Worth","Yes",16
"Erhart Glazebrook","M",41,"1255",5,1982-05-20,NA,"Health","Affluent Customer","No",11
"Etta Criag","F",41,"3008",40,1982-05-13,NA,"Health","High Net Worth","Yes",17
"Kristin Way","F",41,"3928",71,1982-04-16,NA,"Property","Affluent Customer","Yes",6
"Agosto Thon","M",41,"2025",59,1982-04-15,"VP Quality Control",NA,"Mass Customer","Yes",3
"Chryste Nornable","F",41,"3351",13,1982-04-13,"Accounting Assistant II",NA,"Affluent Customer","No",15
"Dane Swansbury","M",41,"3383",47,1982-04-05,"Financial Analyst","Financial Services","Affluent Customer","Yes",10
"Ansel Napier","M",41,"2219",73,1982-03-01,"Senior Quality Engineer",NA,"High Net Worth","Yes",3
"Nance Suttling","F",41,"117",75,1982-02-23,"Marketing Manager","Manufacturing","Mass Customer","No",15
"Carolina Brands","F",41,"2139",87,1982-02-06,"Accountant II","IT","Affluent Customer","Yes",7
"Zerk Merrien","M",41,"3852",44,1982-02-04,"Help Desk Operator",NA,"Mass Customer","No",4
"Burgess Diaper","M",41,"3894",70,1982-02-02,"Health Coach II","IT","Affluent Customer","No",10
"Erena Escalero","F",41,"978",40,1982-01-31,"Nurse Practicioner",NA,"High Net Worth","No",15
"Bronny Claige","M",41,"3906",87,1982-01-29,"Cost Accountant","Financial Services","High Net Worth","No",13
"Amaleta Dickens","F",41,"1925",34,1982-01-28,NA,NA,"Mass Customer","Yes",7
"Marlie Lister","F",41,"1218",12,1982-01-09,NA,NA,"Mass Customer","Yes",7
"Loren Batkin","M",41,"2424",17,1982-01-06,NA,NA,"Affluent Customer","Yes",15
"Melania Ruske","F",42,"1986",53,1981-12-30,NA,"Retail","Mass Customer","No",16
"Alberik Mereweather","M",42,"115",77,1981-12-21,"Account Executive","Health","Mass Customer","No",18
"Conny Shearmer","M",42,"533",40,1981-12-14,"Database Administrator III","Retail","Mass Customer","No",11
"Wallache Tatlow","M",42,"2922",34,1981-12-10,"Sales Associate","Manufacturing","Affluent Customer","Yes",10
"Tiphany Leppington","F",42,"2070",0,1981-12-05,"Recruiting Manager",NA,"Mass Customer","No",8
"Willey Chastanet","M",42,"119",9,1981-12-04,"Associate Professor",NA,"High Net Worth","Yes",9
"Vanya Gumb","F",42,"198",82,1981-11-29,"Assistant Media Planner","Entertainment","Mass Customer","No",16
"Rolando Amyes","M",42,"1594",62,1981-11-26,"Human Resources Manager","Property","Mass Customer","No",7
"Manolo Dwire","M",42,"1163",77,1981-11-13,"Cost Accountant","Financial Services","High Net Worth","Yes",8
"Tomasine Jerche","F",42,"40",91,1981-10-27,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","No",14
"Mallissa Gillespie","F",42,"628",14,1981-10-24,"Actuary","Financial Services","Mass Customer","No",13
"Allene Pauly","F",42,"3646",0,1981-10-22,"Social Worker","Health","Mass Customer","No",4
"Neron Verick","M",42,"44",63,1981-10-18,"Assistant Media Planner","Entertainment","Affluent Customer","Yes",17
"Kristofor Juris","M",42,"2217",98,1981-10-17,"Paralegal","Financial Services","Mass Customer","No",16
"Buddy Morfell","M",42,"2553",42,1981-10-09,NA,NA,"High Net Worth","Yes",13
"Nolana Rotter","F",42,"853",26,1981-10-04,"Media Manager I","Retail","Mass Customer","Yes",16
"Ulrikaumeko Heffernon","F",42,"1652",53,1981-09-24,"Operator","Manufacturing","High Net Worth","Yes",7
"Shannah Gritsaev","F",42,"1141",70,1981-09-19,NA,"Financial Services","High Net Worth","Yes",4
"Tamera Hinckes","F",42,"279",0,1981-09-09,"Web Designer I","Manufacturing","Mass Customer","No",11
"Nerissa Foote","F",42,"397",86,1981-09-02,"Paralegal","Financial Services","Affluent Customer","Yes",5
"Stavro Gargett","M",42,"1328",19,1981-09-02,"Budget/Accounting Analyst IV","IT","Mass Customer","Yes",6
"Cortney Leet","F",42,"3249",46,1981-08-23,"Analog Circuit Design manager","Manufacturing","Mass Customer","Yes",14
"Quentin Forte","F",42,"3263",37,1981-08-21,"Business Systems Development Analyst","Manufacturing","Affluent Customer","No",5
"Brendan Verbeke","M",42,"2531",48,1981-08-20,"Teacher","Property","High Net Worth","Yes",8
"Butch Broadnicke","M",42,"2535",53,1981-08-20,"Accountant III","Financial Services","Affluent Customer","No",13
"Rey Collum","M",42,"2493",56,1981-08-19,"Assistant Media Planner","Entertainment","Mass Customer","Yes",17
"Talbot Andrioni","M",42,"891",21,1981-08-06,"Occupational Therapist","Health","High Net Worth","Yes",9
"Kelcey Argontt","F",42,"3043",21,1981-08-03,"Legal Assistant",NA,"Mass Customer","Yes",18
"Gennifer Baily","F",42,"2785",9,1981-07-31,"Human Resources Manager","Financial Services","Mass Customer","No",8
"Pall Creek","M",42,"1743",80,1981-07-25,"Director of Sales","Manufacturing","Affluent Customer","Yes",8
"Gregoor Aronovitz","M",42,"821",41,1981-07-24,"Financial Analyst","Financial Services","Mass Customer","Yes",7
"Dena Crewdson","F",42,"972",81,1981-07-23,"Project Manager","Retail","Mass Customer","Yes",10
"Umberto Torricella","M",42,"189",73,1981-07-19,"Safety Technician I","Financial Services","Affluent Customer","No",10
"Ambros Kernes","M",42,"997",30,1981-07-03,"Teacher","Telecommunications","Mass Customer","Yes",13
"Elvina Saiger","F",42,"2873",59,1981-06-25,"Cost Accountant","Financial Services","Mass Customer","No",13
"Georges Dumbelton","M",42,"3939",67,1981-06-25,NA,"Manufacturing","Affluent Customer","No",15
"Laird Prover","M",42,"1580",23,1981-06-21,"Associate Professor","Retail","High Net Worth","No",5
"Dorian Colledge","F",42,"2393",68,1981-06-21,"Registered Nurse","Health","High Net Worth","Yes",11
"Prissie Dyde","F",42,"1648",22,1981-06-09,"VP Accounting","Financial Services","Mass Customer","No",8
"Jayson Chilcott","M",42,"830",58,1981-05-31,"VP Quality Control","Manufacturing","Affluent Customer","No",6
"Frans Whitecross","M",42,"3922",90,1981-05-29,"Tax Accountant","Financial Services","Mass Customer","Yes",3
"Tiffi Havercroft","F",42,"2412",77,1981-05-26,"Chemical Engineer","Manufacturing","Affluent Customer","No",8
"Jarrett Chiplin","M",42,"1112",25,1981-05-22,NA,NA,"Mass Customer","Yes",13
"Berthe Ludwell","F",42,"3485",11,1981-05-21,"Account Representative II","Financial Services","High Net Worth","Yes",9
"Mace Edington","M",42,"3427",67,1981-05-19,"Help Desk Operator","Financial Services","Mass Customer","Yes",17
"Rebecca Shaughnessy","F",42,"2822",83,1981-05-14,"Professor",NA,"Mass Customer","No",3
"Jaquith Maffey","F",42,"148",69,1981-05-08,"Programmer Analyst III",NA,"Mass Customer","Yes",5
"Trixie Piscopiello","F",42,"2379",85,1981-05-05,"Occupational Therapist","Health","Affluent Customer","Yes",15
"Linet Postill","F",42,"748",51,1981-04-21,"VP Marketing","Financial Services","High Net Worth","No",7
"Jayson Gasparro","M",42,"3815",99,1981-04-19,"Librarian","Entertainment","Mass Customer","Yes",5
"Vinnie Usherwood","F",42,"349",35,1981-04-15,"Computer Systems Analyst IV","Manufacturing","High Net Worth","No",4
"Pattin Morican","M",42,"743",89,1981-04-06,"VP Accounting","Financial Services","Mass Customer","Yes",13
"Vickie West","F",42,"3195",4,1981-03-30,"Tax Accountant","Manufacturing","Mass Customer","No",18
"Frederic McGown","M",42,"2717",31,1981-03-25,"Registered Nurse","Health","Mass Customer","No",13
"Elyssa De Witt","F",42,"3737",86,1981-03-21,"Design Engineer","Manufacturing","Affluent Customer","No",8
"Constantia Sirr","F",42,"1226",32,1981-03-16,"Director of Sales","Health","Mass Customer","Yes",13
"Timmie Eisikowitz","M",42,"346",68,1981-03-15,"Financial Analyst","Financial Services","Mass Customer","No",3
"Gradeigh Hothersall","M",42,"3660",99,1981-03-14,"Administrative Assistant IV","Financial Services","Mass Customer","No",7
"Myca Standley","M",42,"2290",18,1981-03-10,"Account Executive","Manufacturing","Mass Customer","Yes",5
"Deva Carnow","F",42,"2975",67,1981-03-09,"Senior Cost Accountant","Financial Services","Mass Customer","No",14
"Stephana Cardew","F",42,"152",5,1981-03-03,"Compensation Analyst","Financial Services","Mass Customer","No",16
"Rip Spiers","M",42,"3115",40,1981-02-26,"Nuclear Power Engineer","Manufacturing","Mass Customer","No",8
"Jorie Pigott","F",42,"546",80,1981-02-24,"Information Systems Manager","Health","Mass Customer","Yes",12
"Ofella Walbrook","F",42,"1356",12,1981-02-24,"Account Representative I",NA,"High Net Worth","No",13
"Ebba Melhuish","F",42,"2432",67,1981-02-21,"Nuclear Power Engineer","Manufacturing","Affluent Customer","Yes",5
"Lenci Symcox","M",42,"2423",49,1981-02-20,"Professor","IT","Mass Customer","Yes",20
"Neale Lowings","M",42,"3533",62,1981-02-14,NA,"Financial Services","Affluent Customer","Yes",8
"Dayna Cawthera","F",42,"3903",69,1981-02-13,"Research Assistant III",NA,"Mass Customer","Yes",17
"Shay Gimbart","M",42,"1297",91,1981-02-12,"Social Worker","Health","Mass Customer","No",3
"Anastasie Le Grand","F",42,"3124",73,1981-02-03,"Account Executive","Retail","High Net Worth","Yes",9
"Sarita Georgiev","F",42,"2223",38,1981-01-29,"Professor","Health","Mass Customer","No",12
"Swen McGarahan","M",42,"2876",68,1981-01-29,"General Manager","Retail","High Net Worth","No",10
"Law Jore","M",42,"3763",37,1981-01-27,"Quality Control Specialist",NA,"Affluent Customer","Yes",20
"Chrissie Bernardini","F",42,"419",34,1981-01-26,"VP Marketing","Manufacturing","Affluent Customer","No",17
"Byram Lamberts","M",42,"3349",11,1981-01-22,"Director of Sales","Argiculture","Affluent Customer","No",9
"Tymothy Rodder","M",42,"3304",43,1981-01-19,NA,NA,"Mass Customer","No",12
"Andree Simonato","F",42,"988",35,1981-01-15,"Director of Sales","Manufacturing","High Net Worth","No",7
"Corella Bartomeu","F",42,"3212",62,1981-01-15,"Analog Circuit Design manager","Financial Services","Affluent Customer","No",13
"Franchot Loeber","M",42,"3744",57,1981-01-05,NA,"Financial Services","Mass Customer","Yes",9
"Sheila McInulty","F",43,"2572",30,1980-12-30,"Engineer III","Financial Services","Mass Customer","No",13
"Eli Bockman","M",43,"2",81,1980-12-16,"Administrative Officer","Financial Services","Mass Customer","Yes",16
"Querida Danilchev","F",43,"457",70,1980-12-14,"Recruiting Manager","Financial Services","High Net Worth","Yes",17
"Dante Jikylls","M",43,"1429",94,1980-12-03,"Legal Assistant","Health","Mass Customer","Yes",12
"Germana McFadin","F",43,"1403",18,1980-12-01,"Geologist II","Retail","Mass Customer","No",16
"Mavra Donavan","F",43,"354",87,1980-11-26,"Legal Assistant","Property","Mass Customer","No",9
"Lorne Quested","F",43,"807",48,1980-11-25,"Safety Technician I",NA,"Affluent Customer","No",16
"Shayne Ellesworthe","F",43,"1606",93,1980-11-25,"Environmental Specialist",NA,"Affluent Customer","Yes",9
"Giuseppe Tezure","M",43,"1338",53,1980-11-24,"Product Engineer",NA,"High Net Worth","No",14
"Thornton Vereker","M",43,"1955",18,1980-11-22,"Environmental Specialist",NA,"Mass Customer","No",11
"Garald Pidler","M",43,"1282",99,1980-11-15,"Programmer Analyst III","Entertainment","Affluent Customer","Yes",14
"Emeline Baldi","F",43,"2429",54,1980-11-11,"Assistant Professor","Manufacturing","Mass Customer","Yes",3
"Sissie Giordano","F",43,"2690",17,1980-11-06,"Registered Nurse","Health","Affluent Customer","Yes",12
"Fleur Whittlesea","F",43,"669",73,1980-11-02,"Research Associate",NA,"Mass Customer","No",3
"Gan Devoy","M",43,"348",20,1980-11-01,"Assistant Professor","Retail","Mass Customer","Yes",9
"Darcy Jaslem","M",43,"1829",82,1980-10-29,"Editor",NA,"Mass Customer","No",14
"Morena Ayer","F",43,"3800",19,1980-10-28,"Environmental Tech",NA,"High Net Worth","No",15
"Carita Kemwall","F",43,"2597",58,1980-10-25,"Civil Engineer","Manufacturing","High Net Worth","Yes",11
"Delcine Hansod","F",43,"1721",82,1980-10-22,"Senior Quality Engineer","Financial Services","High Net Worth","No",14
"Debbi Petschelt","F",43,"1749",66,1980-10-22,NA,"Telecommunications","High Net Worth","No",4
"Sybille Maddison","F",43,"2750",42,1980-10-18,NA,"Property","High Net Worth","No",20
"Hildy Bilbrook","F",43,"301",54,1980-10-10,"Developer IV","Manufacturing","High Net Worth","No",19
"Antonia Cardis","F",43,"353",9,1980-10-09,"Information Systems Manager",NA,"Mass Customer","No",3
"Bertram Linn","M",43,"801",28,1980-10-08,"Geologist IV",NA,"Affluent Customer","No",20
"Vidovic Fretson","M",43,"1293",89,1980-10-07,"Quality Engineer","IT","Mass Customer","No",8
"Barron Waszkiewicz","M",43,"2129",26,1980-10-07,"Electrical Engineer","Manufacturing","High Net Worth","No",3
"Tamarah Sobtka","F",43,"1407",43,1980-10-04,"Structural Analysis Engineer","Manufacturing","Mass Customer","Yes",9
"Araldo Klamp","M",43,"2466",62,1980-10-04,"Software Test Engineer IV","Entertainment","High Net Worth","No",16
"Whitby Schapero","M",43,"50",38,1980-10-01,"Account Executive","Manufacturing","Mass Customer","Yes",16
"Sherm Tythe","M",43,"2560",7,1980-10-01,"Developer IV",NA,"Mass Customer","No",21
"Boonie Withams","M",43,"2562",98,1980-09-26,"Internal Auditor","Retail","Mass Customer","No",13
"Teressa Tague","F",43,"2787",92,1980-09-26,"Marketing Assistant",NA,"Affluent Customer","Yes",6
"Kissie Steanson","F",43,"2289",97,1980-09-25,"Research Nurse","Health","Affluent Customer","Yes",13
"Stanley Seven","M",43,"776",30,1980-09-24,"Financial Analyst","Financial Services","High Net Worth","No",20
"Erik Pothecary","M",43,"2893",84,1980-09-23,"Analog Circuit Design manager",NA,"Mass Customer","No",11
"Gerome Monshall","M",43,"2261",81,1980-09-21,"Account Representative II","Health","Mass Customer","Yes",13
"Mile Cammocke","M",43,"21",74,1980-09-20,"Safety Technician I","Manufacturing","Affluent Customer","Yes",16
"Teador Laurant","M",43,"2135",97,1980-09-18,"Structural Engineer",NA,"Mass Customer","Yes",15
"Harmon Bakster","M",43,"2055",46,1980-09-14,"Administrative Assistant III","Retail","High Net Worth","No",7
"Eileen Ilchenko","F",43,"3567",17,1980-09-14,"Nurse","Financial Services","Affluent Customer","Yes",14
"Jodee Judkins","F",43,"92",98,1980-09-11,"Recruiting Manager","Health","Mass Customer","No",12
"Ephraim Fulep","M",43,"1933",72,1980-09-10,"Automation Specialist I","Manufacturing","Affluent Customer","No",18
"Norby Elion","M",43,"3420",96,1980-09-10,"Financial Advisor","Financial Services","Mass Customer","Yes",19
"Hall Leyfield","M",43,"3910",38,1980-09-10,"VP Sales","IT","Mass Customer","No",10
"Tadeas McUre","M",43,"1571",19,1980-09-08,"Clinical Specialist","Health","Mass Customer","Yes",22
"Caprice Pack","F",43,"3149",31,1980-09-03,"Tax Accountant",NA,"Affluent Customer","Yes",5
"Ettore Bere","M",43,"2986",60,1980-09-01,NA,"Financial Services","Mass Customer","No",13
"Gav Bonin","M",43,"3560",98,1980-09-01,"Structural Analysis Engineer","Retail","Mass Customer","Yes",7
"Cornie Hillhouse","M",43,"3829",68,1980-09-01,"Account Coordinator",NA,"Mass Customer","Yes",15
"Jacquelyn Rowlinson","F",43,"1120",87,1980-08-31,"Web Developer IV","Retail","Affluent Customer","No",12
"Carry Tomlett","F",43,"908",86,1980-08-28,NA,"Financial Services","Affluent Customer","Yes",17
"Lew Wittleton","M",43,"2496",29,1980-08-26,"Web Developer II","Manufacturing","Mass Customer","Yes",21
"Myrah McCarry","F",43,"2505",45,1980-08-25,"VP Marketing","Financial Services","High Net Worth","No",3
"Cthrine Orans","F",43,"3122",17,1980-08-17,NA,"Manufacturing","High Net Worth","Yes",15
"Warner Zuker","M",43,"1291",0,1980-08-16,"Quality Engineer","Health","Mass Customer","No",12
"Noland Larder","M",43,"1900",67,1980-08-15,"Safety Technician II","Financial Services","Affluent Customer","Yes",19
"Basile Firth","M",43,"20",72,1980-08-13,"Project Manager","Manufacturing","Mass Customer","No",11
"Ida","F",43,"860",80,1980-08-12,NA,NA,"High Net Worth","Yes",7
"Tyson Pearcy","M",43,"2776",59,1980-08-05,NA,NA,"Mass Customer","No",16
"Vitia Crum","F",43,"3341",19,1980-08-05,"Help Desk Technician","Retail","Affluent Customer","Yes",6
"Gregory Balchin","M",43,"1944",73,1980-07-30,"Programmer III","Argiculture","High Net Worth","Yes",8
"Brendan Vicent","M",43,"2265",55,1980-07-29,NA,"Property","Mass Customer","Yes",5
"Agustin Isworth","M",43,"1993",82,1980-07-27,"Accounting Assistant II",NA,"High Net Worth","Yes",3
"Humfrey Frankland","M",43,"594",74,1980-07-22,"Office Assistant II",NA,"Mass Customer","No",13
"Arly Petersen","F",43,"2527",60,1980-07-19,"Technical Writer",NA,"Affluent Customer","Yes",16
"Karee Ortler","F",43,"2083",5,1980-07-18,NA,NA,"Mass Customer","No",4
"Tiff Ovett","F",43,"3098",77,1980-07-15,"Dental Hygienist","Health","Mass Customer","No",12
"Silvester Scowcroft","M",43,"2634",85,1980-07-14,"Quality Engineer","Financial Services","High Net Worth","No",15
"Domini Ghelerdini","F",43,"488",24,1980-07-11,"Help Desk Operator","Property","Mass Customer","Yes",10
"Sharia","F",43,"2584",86,1980-07-07,"Technical Writer","Financial Services","High Net Worth","No",12
"Leicester Fynes","M",43,"734",34,1980-07-06,"Programmer III","Retail","Affluent Customer","No",11
"Fremont Trundle","M",43,"1686",95,1980-07-06,"Account Representative IV","Argiculture","Mass Customer","Yes",16
"Fletcher Hutchens","M",43,"2462",17,1980-07-05,"Assistant Media Planner","Entertainment","Affluent Customer","No",21
"Rockie Wheldon","M",43,"1372",44,1980-07-02,"Computer Systems Analyst III","Manufacturing","Affluent Customer","No",17
