"customer_name","gender","age","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure","address","postcode","state","country","property_valuation"
"Paxon Roomes","M",47,78,1976-11-06,"Information Systems Manager",NA,"High Net Worth","Yes",7,"3 Express Lane","3021","VIC","Australia",7
"Zechariah McReidy","M",45,32,1978-07-22,"Technical Writer","Manufacturing","High Net Worth","No",21,"797 Westend Street","4207","QLD","Australia",6
"Giulia Hazart","F",45,57,1978-08-02,"Help Desk Technician",NA,"Mass Customer","No",11,"81 Donald Parkway","4218","QLD","Australia",11
"Link Gorini","M",49,60,1974-11-09,NA,"IT","High Net Worth","No",10,"9495 Jenna Way","4600","QLD","Australia",2
"Carolann Raatz","F",44,25,1979-02-26,"Chief Design Engineer",NA,"High Net Worth","No",21,"817 Bunker Hill Place","3977","VIC","Australia",6
"Dwayne Doel","M",45,80,1978-01-21,"Cost Accountant","Financial Services","Affluent Customer","Yes",17,"5642 Debs Terrace","2223","NSW","Australia",11
"Opal Cleare","F",46,6,1977-09-26,"Database Administrator II","Property","Affluent Customer","Yes",20,"247 Blue Bill Park Parkway","2066","NSW","Australia",9
"Skipp Swales","M",50,15,1973-11-14,"Community Outreach Specialist","Entertainment","High Net Worth","Yes",22,"76 Green Ridge Drive","3029","VIC","Australia",7
"Cariotta","F",49,10,1974-08-19,"Assistant Media Planner","Entertainment","Affluent Customer","Yes",17,"2336 Continental Point","2527","NSW","Australia",7
"Kissiah Foat","F",48,30,1975-09-11,"Graphic Designer",NA,"Mass Customer","Yes",19,"1690 Forster Place","2281","NSW","Australia",9
"Fredia Favelle","F",49,94,1974-08-29,"Teacher",NA,"Mass Customer","Yes",19,"4 Arapahoe Terrace","4014","QLD","Australia",8
"Katleen Arnoult","F",47,6,1976-11-24,"VP Product Management","Manufacturing","Mass Customer","Yes",13,"540 Farragut Avenue","2066","NSW","Australia",9
"Adriane Richardson","F",47,81,1976-03-10,"Data Coordiator","Manufacturing","High Net Worth","No",9,"4 Randy Street","3070","VIC","Australia",8
"Ivy Farr","F",50,56,1973-07-03,"Office Assistant IV","IT","High Net Worth","No",19,"08470 Kingsford Lane","2120","NSW","Australia",11
"Jethro Mertel","M",45,16,1978-12-10,"Software Consultant","Argiculture","Mass Customer","Yes",15,"3460 Dapin Street","2262","NSW","Australia",6
"Elvira Darthe","F",48,10,1975-04-08,"Accounting Assistant I","Financial Services","Affluent Customer","No",16,"89 Green Ridge Point","2168","NSW","Australia",9
"Cami Eitter","F",44,34,1979-01-03,"Professor","Manufacturing","High Net Worth","Yes",11,"1408 Hovde Circle","3081","VIC","Australia",9
"Marinna Kauschke","F",50,21,1973-03-15,"Sales Associate","Financial Services","Affluent Customer","Yes",8,"9 Forster Circle","3174","VIC","Australia",3
"Lanie Cobbold","M",45,57,1978-12-31,"Senior Sales Associate",NA,"Mass Customer","Yes",9,"936 Porter Lane","2323","NSW","Australia",5
"Nicol Swinford","M",47,65,1976-12-07,"VP Marketing","Property","High Net Worth","No",16,"976 Roxbury Alley","4157","QLD","Australia",7
"Beverlee Ungerechts","F",50,49,1973-10-03,"Civil Engineer","Manufacturing","Mass Customer","No",8,"602 Toban Center","4020","QLD","Australia",7
"Madella Marquiss","F",47,51,1976-10-08,"VP Marketing",NA,"Affluent Customer","No",18,"0 Larry Park","3175","VIC","Australia",8
"Nicol Bertot","F",46,25,1977-09-11,"Financial Advisor","Financial Services","Affluent Customer","Yes",18,"7 Elgar Hill","3060","VIC","Australia",5
"Lillis Eshmade","F",49,50,1974-10-12,"Structural Analysis Engineer","Financial Services","Mass Customer","Yes",22,"46057 Harbort Hill","4304","QLD","Australia",2
"Arman Yakubov","M",46,68,1977-10-07,"VP Quality Control","Property","High Net Worth","Yes",17,"11121 Jackson Crossing","2323","NSW","Australia",4
"Mandie MacAdie","F",49,39,1974-12-25,"Chief Design Engineer","Telecommunications","High Net Worth","No",13,"1009 Roxbury Point","2110","NSW","Australia",11
"Morganica Bentke","F",46,40,1977-01-03,"Marketing Assistant","IT","Affluent Customer","Yes",21,"19453 Ramsey Point","3067","VIC","Australia",11
"Mikol Eck","M",48,99,1975-07-25,"VP Marketing","Financial Services","Mass Customer","Yes",21,"15621 Twin Pines Crossing","4130","QLD","Australia",9
"Leighton Firbanks","M",50,51,1973-12-22,"Teacher","Retail","Affluent Customer","No",21,"7234 Sycamore Pass","4178","QLD","Australia",3
"Andy Deeming","M",44,79,1979-01-09,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","Yes",7,"63386 Talisman Hill","4556","QLD","Australia",8
"Darwin Bumpas","M",45,24,1978-12-27,"Junior Executive","Health","Affluent Customer","Yes",18,"6812 Gina Point","3082","VIC","Australia",7
"Babara Sissel","F",49,50,1974-06-08,NA,"IT","Mass Customer","Yes",21,"5 Ohio Road","3169","VIC","Australia",10
"Rodolphe Glenton","M",49,88,1974-09-28,"Programmer Analyst II","Financial Services","Affluent Customer","No",11,"4787 Golf Terrace","3163","VIC","Australia",7
"Olia O' Mullan","F",50,77,1973-03-24,"Account Executive","Health","Mass Customer","No",8,"6315 Mendota Parkway","2263","NSW","Australia",7
"Joane Caldes","F",45,84,1978-03-17,"Senior Cost Accountant","Financial Services","High Net Worth","Yes",13,"42 3rd Plaza","2250","NSW","Australia",7
"Martino Scoles","M",48,18,1975-01-19,"Senior Financial Analyst","Financial Services","Mass Customer","No",14,"47 Scofield Junction","3620","VIC","Australia",4
"Claudetta Ricciardiello","F",49,61,1974-04-30,"Internal Auditor","Financial Services","Mass Customer","Yes",21,"31 Schurz Parkway","3181","VIC","Australia",8
"Harland Messenger","M",49,90,1974-05-28,"Software Test Engineer I","Retail","Mass Customer","No",8,"27 Crownhardt Center","3934","VIC","Australia",10
"Normy Goodinge","F",NA,5,NA,"Associate Professor","IT","Mass Customer","No",4,"7232 Fulton Parkway","3810","VIC","Australia",5
"Hatti Carletti","F",NA,35,NA,"Legal Assistant","IT","Affluent Customer","Yes",11,"6 Iowa Center","2519","NSW","Australia",9
"Rozamond Turtle","M",NA,69,NA,"Legal Assistant","IT","Mass Customer","Yes",3,"57025 New Castle Street","3850","VIC","Australia",3
"Tamas Swatman","M",NA,65,NA,"Assistant Media Planner","Entertainment","Affluent Customer","No",5,"78 Clarendon Drive","4551","QLD","Australia",8
"Tracy Andrejevic","F",NA,71,NA,"Programmer II","IT","Mass Customer","Yes",11,"5675 Burning Wood Trail","3030","VIC","Australia",7
"Agneta McAmish","F",NA,66,NA,"Structural Analysis Engineer","IT","Mass Customer","No",15,"5773 Acker Way","4207","QLD","Australia",6
"Gregg Aimeric","M",NA,52,NA,"Internal Auditor","IT","Mass Customer","No",7,"72423 Surrey Street","3753","VIC","Australia",5
"Johna Bunker","F",NA,93,NA,"Tax Accountant","IT","Mass Customer","Yes",14,"3686 Waubesa Way","3065","VIC","Australia",6
"Harlene Nono","F",NA,69,NA,"Human Resources Manager","IT","Mass Customer","No",12,"0307 Namekagon Crossing","2170","NSW","Australia",7
"Gerianne Kaysor","F",NA,15,NA,"Project Manager","IT","Affluent Customer","No",5,"882 Toban Lane","2121","NSW","Australia",11
"Chicky Sinclar","F",NA,43,NA,"Operator","IT","High Net Worth","Yes",0,"5 Red Cloud Place","3222","VIC","Australia",4
"Adriana Saundercock","F",NA,20,NA,"Nurse","IT","High Net Worth","Yes",14,"82 Gina Junction","3806","VIC","Australia",7
"Dmitri Viant","M",NA,62,NA,"Paralegal","Financial Services","Affluent Customer","No",5,"95960 Warner Parkway","3842","VIC","Australia",1
"Porty Hansed","M",NA,88,NA,"General Manager","IT","Mass Customer","No",13,"768 Southridge Drive","2112","NSW","Australia",11
"Shara Bramhill","F",NA,24,NA,NA,"IT","Affluent Customer","No",2,"01 Bunker Hill Drive","2230","NSW","Australia",10
"Roth Crum","M",NA,0,NA,"Legal Assistant","IT","Mass Customer","No",2,"276 Anthes Court","2450","NSW","Australia",6
"Pauline Dallosso","F",NA,82,NA,"Desktop Support Technician","IT","Affluent Customer","Yes",0,"9594 Badeau Street","2050","NSW","Australia",10
