"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Irwin Ryall","M",34,"2037",19,"VP Marketing","IT","Mass Customer","No",6
"Wenona Mahaddie","F",35,"1708",39,"Marketing Manager","Property","High Net Worth","No",20
"Tabb Haberjam","M",35,"2707",56,"Account Coordinator","Property","High Net Worth","Yes",5
"Torey Kensall","M",35,"1690",6,"Food Chemist","Health","Affluent Customer","Yes",16
"Jacklyn Bromehed","F",35,"2692",57,"Research Associate","Health","High Net Worth","Yes",22
"Ariel Dillingston","F",35,"3006",72,"Data Coordiator","Manufacturing","Mass Customer","Yes",21
"Almeta Kalinsky","F",35,"123",85,"Analyst Programmer","Financial Services","High Net Worth","No",15
"Max Cloney","F",35,"3432",99,"Junior Executive","Argiculture","Mass Customer","Yes",2
"Daisey Britto","F",35,"3550",50,"Environmental Tech","Retail","Mass Customer","Yes",16
"Alicea Scamwell","F",35,"3602",23,"Account Coordinator","Health","Mass Customer","No",12
"Minda Pendrid","F",35,"3026",11,"Account Representative III","Property","Mass Customer","Yes",5
"Osgood Emerine","M",35,"1603",89,"Quality Engineer","Manufacturing","Affluent Customer","Yes",20
"Idalia Braunton","F",35,"2488",32,"Senior Financial Analyst","Financial Services","Mass Customer","Yes",7
"Jennica Jeeks","F",35,"1713",89,"Teacher","Retail","High Net Worth","Yes",21
"Anderson","M",35,"1061",34,"Speech Pathologist","Financial Services","Mass Customer","No",19
"Sarge Lerohan","M",35,"971",11,"Geologist I","Manufacturing","High Net Worth","No",22
"Janelle Ebbage","F",35,"3441",44,"Legal Assistant","Manufacturing","High Net Worth","Yes",20
"Fiorenze Birdall","F",35,"10",49,"Senior Quality Engineer","Financial Services","Mass Customer","Yes",20
"Peyton Monkeman","M",35,"856",63,"Quality Engineer","Financial Services","Mass Customer","Yes",9
"Korney Hess","F",35,"1089",90,"Product Engineer","Property","Affluent Customer","No",12
"Hilton Carney","M",35,"172",54,"Editor","Manufacturing","Affluent Customer","Yes",6
"Ddene Burleton","F",35,"590",85,"Assistant Professor","Health","Mass Customer","Yes",11
"Mart Bazoche","M",35,"1189",22,"Geologist I","Health","High Net Worth","Yes",8
"Alleyn Clear","M",35,"2719",69,"Teacher","Telecommunications","Affluent Customer","Yes",6
"Gert Kurtis","F",35,"3022",21,"Community Outreach Specialist","Retail","High Net Worth","No",8
"Shawn Platfoot","F",35,"1814",33,"Web Designer IV","Retail","Affluent Customer","No",17
"Kerry Pashenkov","M",35,"1179",56,"Media Manager IV","Financial Services","High Net Worth","Yes",13
"Phylis Traves","F",35,"3069",59,"Senior Cost Accountant","Financial Services","Affluent Customer","No",12
"Chucho Francey","M",35,"2556",39,"Editor","Health","Mass Customer","Yes",15
"Hinze Bullent","M",35,"1448",40,"VP Product Management","Property","Mass Customer","No",20
"Kim Gabbitis","F",35,"2727",88,"Administrative Officer","Financial Services","High Net Worth","Yes",2
"Kalinda","F",35,"2580",27,"Teacher","Financial Services","Mass Customer","Yes",13
"Jamal MacRury","M",35,"3377",12,"Chemical Engineer","Manufacturing","Mass Customer","Yes",7
"Curran Bentson","M",35,"52",57,"Legal Assistant","Financial Services","Mass Customer","Yes",13
"Aloisia Ivel","F",35,"1868",11,"Assistant Manager","Retail","Mass Customer","No",10
"Abba Masedon","M",35,"57",87,"Chief Design Engineer","Property","Mass Customer","Yes",13
"Danell Rose","F",35,"1055",30,"Data Coordiator","Manufacturing","Mass Customer","No",12
"Cully Mangeon","M",35,"1552",80,"Research Associate","Entertainment","Mass Customer","Yes",8
"Cobb Schrinel","M",35,"1715",41,"Web Developer III","Entertainment","Mass Customer","Yes",12
"Izabel Roelofs","F",35,"3914",79,"Assistant Manager","Entertainment","Affluent Customer","Yes",22
"Dorita Blackburne","F",35,"798",22,"Teacher","Financial Services","High Net Worth","No",5
"Raffaello Godleman","M",35,"936",64,"Speech Pathologist","Health","High Net Worth","No",3
"Didi Milne","F",35,"877",92,"Accounting Assistant III","Financial Services","Mass Customer","Yes",3
"Gillian Scrimshire","F",35,"2782",91,"Tax Accountant","IT","Mass Customer","No",12
"Cinderella Haslen","F",35,"661",35,"Sales Associate","IT","High Net Worth","No",14
"Claresta Carnier","F",35,"1203",38,"Technical Writer","Health","Affluent Customer","No",22
"Adair Piser","M",35,"2323",2,"Desktop Support Technician","Property","High Net Worth","No",13
"Waylan Katte","M",35,"1906",69,"Product Engineer","Retail","Mass Customer","No",22
"Hazel Brokenshire","M",35,"623",52,"Health Coach II","Property","High Net Worth","No",4
"Kristofer","M",35,"250",53,"Legal Assistant","Health","Mass Customer","Yes",13
"Dew Lavrinov","M",35,"2791",72,"Financial Advisor","Financial Services","Mass Customer","No",3
"Dido Leyburn","F",35,"999",12,"Recruiting Manager","Manufacturing","High Net Worth","No",4
"Web Decaze","M",35,"2097",38,"Recruiter","Telecommunications","Mass Customer","No",21
"Dunstan Kegley","M",35,"1792",1,"Cost Accountant","Financial Services","Mass Customer","No",15
"Kristofor Mockes","M",35,"1323",27,"Account Executive","Argiculture","High Net Worth","Yes",9
"Christina Easum","F",35,"2225",45,"Occupational Therapist","Health","Affluent Customer","No",19
"Cassandra Cescotti","F",35,"3821",96,"VP Marketing","Manufacturing","Affluent Customer","No",14
"Damara Wheatland","F",35,"1337",15,"Structural Engineer","Health","Mass Customer","No",10
"Erma Vyel","F",35,"559",39,"Payment Adjustment Coordinator","Retail","High Net Worth","Yes",16
"Sabrina Caddy","F",35,"363",82,"Project Manager","Retail","Mass Customer","Yes",7
"Latrena Ker","F",35,"1605",72,"Director of Sales","Manufacturing","Affluent Customer","No",9
"Willa Malyan","F",35,"2318",30,"Automation Specialist I","Manufacturing","Mass Customer","Yes",6
"Sybil Scramage","F",35,"2767",84,"Desktop Support Technician","Property","High Net Worth","No",22
"Caddric Ruddiforth","M",35,"3770",54,"Legal Assistant","Argiculture","Mass Customer","No",17
"Stella Abreheart","F",35,"3210",80,"Junior Executive","Manufacturing","Mass Customer","No",1
"Ellery Bowra","M",35,"2544",73,"VP Marketing","Manufacturing","Mass Customer","Yes",16
"Fina McLaughlin","F",35,"2924",79,"Assistant Media Planner","Entertainment","Mass Customer","Yes",6
"Arte Witchell","M",35,"1225",5,"Clinical Specialist","Health","Mass Customer","Yes",10
"Tiffani Van Castele","F",35,"1607",39,"Marketing Assistant","Retail","Mass Customer","Yes",15
"Clarinda Edlyn","F",35,"1803",75,"VP Accounting","Financial Services","Mass Customer","No",6
"Dominga Planke","F",35,"2800",29,"Cost Accountant","Financial Services","Mass Customer","No",2
"Rutter Marlen","M",35,"1920",29,"Sales Associate","Financial Services","Mass Customer","No",13
"Blancha Baldi","F",35,"3930",43,"Cost Accountant","Financial Services","High Net Worth","No",22
"Cammi Tesmond","F",36,"851",19,"Project Manager","Retail","Affluent Customer","Yes",2
"Goraud Ayling","M",36,"692",42,"Database Administrator IV","Property","Mass Customer","No",7
"Normand Pattillo","M",36,"2862",46,"Cost Accountant","Financial Services","Mass Customer","No",10
"Theo McKune","M",36,"313",70,"Operator","Manufacturing","Mass Customer","Yes",13
"Clotilda Oret","F",36,"3844",87,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","No",15
"Caitrin MacTavish","F",36,"2837",81,"Associate Professor","Retail","Mass Customer","No",10
"Leigha Bacchus","F",36,"1828",65,"Junior Executive","Manufacturing","Affluent Customer","No",14
"Vaughn Artin","M",36,"137",27,"Office Assistant II","Property","High Net Worth","No",10
"Alla Kyles","F",36,"1729",37,"Mechanical Systems Engineer","Argiculture","High Net Worth","No",7
"Zaria Koeppke","F",36,"232",94,"Professor","Retail","Mass Customer","No",12
"Benita Cuffley","F",36,"763",95,"Computer Systems Analyst IV","Manufacturing","Affluent Customer","No",12
"Annamarie Bouzan","F",36,"2682",54,"Accountant III","Manufacturing","High Net Worth","Yes",20
"Gretel Gionettitti","F",36,"1058",37,"Research Assistant IV","Retail","Affluent Customer","Yes",4
"Gabrila Gobbett","F",36,"2551",0,"VP Quality Control","Manufacturing","Mass Customer","No",5
"Sinclair Melonby","M",36,"1396",20,"Cost Accountant","Financial Services","Mass Customer","No",18
"Micheil McGeorge","M",36,"3909",1,"Product Engineer","Manufacturing","High Net Worth","Yes",18
"Clint Krause","M",36,"2490",28,"Clinical Specialist","Health","Mass Customer","Yes",5
"Inigo Ojeda","M",36,"1148",60,"Statistician IV","Financial Services","High Net Worth","No",5
"Anabelle Rogerson","F",36,"2026",62,"Structural Engineer","Property","Mass Customer","Yes",7
"Murdoch Twort","M",36,"1517",90,"Operator","IT","Affluent Customer","No",12
"Rachel Somes","F",36,"3579",32,"Software Test Engineer III","Health","High Net Worth","No",20
"Lusa Vigers","F",36,"3888",4,"Programmer Analyst I","IT","High Net Worth","Yes",11
"Anica Halfhyde","F",36,"3207",46,"Recruiting Manager","Manufacturing","Mass Customer","No",21
"Paxton Lermit","M",36,"3101",68,"Geological Engineer","Manufacturing","High Net Worth","No",12
"Arabele Lantoph","F",36,"3469",90,"Nurse Practicioner","Health","Mass Customer","Yes",5
"Moina Thumim","F",36,"372",19,"Graphic Designer","Property","Affluent Customer","Yes",4
"Lisabeth Fundell","F",36,"1493",51,"Engineer II","Argiculture","High Net Worth","No",22
"Florence Muldoon","F",36,"551",8,"Structural Engineer","Financial Services","High Net Worth","No",9
"Kipper Monck","M",36,"1265",72,"Biostatistician I","Property","Mass Customer","Yes",2
"Grove Peltzer","M",36,"919",48,"Registered Nurse","Health","Mass Customer","Yes",13
"Constantine Frissell","F",36,"3495",57,"Programmer III","Financial Services","High Net Worth","No",8
"Malvin","M",36,"684",88,"Desktop Support Technician","Financial Services","Mass Customer","No",14
"Carissa Hassent","F",36,"2712",0,"Tax Accountant","Manufacturing","High Net Worth","Yes",11
"Brenna Childes","F",36,"3400",46,"Sales Associate","Financial Services","Mass Customer","Yes",18
"Agathe Dimmick","F",36,"1853",67,"Recruiter","Manufacturing","Mass Customer","Yes",17
"Rhona Spilsburie","F",36,"406",58,"Financial Analyst","Financial Services","High Net Worth","No",12
"Marnia Claesens","F",36,"940",3,"Administrative Officer","Manufacturing","Mass Customer","No",9
"Skipton Cordie","M",36,"2294",25,"Associate Professor","Manufacturing","Mass Customer","No",21
"Alexia McTerrelly","F",36,"3252",59,"GIS Technical Architect","Manufacturing","High Net Worth","Yes",14
"Paulie Akerman","M",36,"1220",12,"Editor","Manufacturing","High Net Worth","No",14
"Arlie Crean","F",36,"272",22,"Product Engineer","Retail","Mass Customer","Yes",1
"Greta Cotterrill","F",36,"2483",54,"Programmer Analyst IV","Manufacturing","Mass Customer","No",10
"Dave Mews","M",36,"1569",87,"Structural Analysis Engineer","Manufacturing","Mass Customer","No",8
"Gerri Prott","M",36,"3267",20,"Accountant I","Property","High Net Worth","Yes",9
"Werner Yglesias","M",36,"3672",32,"Legal Assistant","IT","Mass Customer","Yes",13
"Winslow Hammant","M",36,"342",40,"Programmer IV","Health","High Net Worth","No",2
"Arin Matskevich","M",36,"159",90,"Research Nurse","Health","Affluent Customer","No",13
"Quillan Duigan","M",36,"241",94,"Quality Engineer","Entertainment","Mass Customer","No",20
"Faythe Rance","F",36,"1839",60,"Internal Auditor","Entertainment","High Net Worth","Yes",5
"Nevsa Taill","F",36,"2195",94,"GIS Technical Architect","Financial Services","Affluent Customer","Yes",13
"Micki McNamara","F",36,"3280",49,"General Manager","Financial Services","Mass Customer","Yes",21
"Florry Folbige","F",36,"1653",80,"Legal Assistant","Argiculture","Mass Customer","Yes",12
"Alidia Durrett","F",36,"603",28,"Marketing Assistant","Financial Services","Affluent Customer","No",11
"Wendel Headland","M",36,"1612",70,"Community Outreach Specialist","Financial Services","High Net Worth","Yes",22
"Gabriello Nell","M",36,"1446",51,"Engineer I","Manufacturing","Mass Customer","No",17
"Mata Hoggan","M",36,"3234",35,"Safety Technician II","Manufacturing","Mass Customer","Yes",19
"Erl Markel","M",36,"3610",1,"Graphic Designer","Financial Services","High Net Worth","Yes",16
"Faustine Peert","F",36,"2722",1,"Junior Executive","Health","Mass Customer","No",8
"Lindsey","M",36,"690",95,"Assistant Professor","Manufacturing","Affluent Customer","Yes",17
"Edward Hawkwood","M",36,"1331",12,"Tax Accountant","Telecommunications","High Net Worth","No",17
"Mil Clemitt","F",36,"3838",59,"Sales Associate","Financial Services","Affluent Customer","Yes",4
"Guntar O'Halloran","M",36,"3301",5,"Associate Professor","Financial Services","Mass Customer","Yes",6
"Alika Milbourne","F",36,"2375",21,"Sales Representative","Retail","Affluent Customer","No",8
"Obadiah Fairall","M",36,"1747",46,"Research Assistant II","Financial Services","Affluent Customer","No",14
"Terrence Geck","M",36,"1063",22,"Actuary","Financial Services","Affluent Customer","Yes",13
"Agata Inglesent","F",36,"2817",33,"Senior Financial Analyst","Financial Services","Affluent Customer","Yes",6
"Renae Ughetti","F",36,"2891",5,"Nuclear Power Engineer","Manufacturing","High Net Worth","Yes",12
"Idalina Wilcot","F",36,"708",31,"Safety Technician II","IT","Mass Customer","Yes",10
"Lois Sorel","F",36,"2263",79,"Professor","Argiculture","Mass Customer","Yes",21
"Lou Yellep","F",36,"1716",42,"Senior Developer","Telecommunications","Affluent Customer","No",5
"Philbert Albone","M",36,"2031",99,"Geologist III","Health","Mass Customer","No",12
"Abe Townby","M",36,"1942",0,"Programmer Analyst II","Financial Services","High Net Worth","No",19
"Mendie Teresi","M",37,"3285",51,"Recruiter","Health","Affluent Customer","Yes",9
"Chrisy Miranda","M",37,"1071",68,"Sales Representative","Retail","High Net Worth","No",1
"Shanie Zahor","F",37,"3543",15,"Food Chemist","Health","High Net Worth","Yes",21
"Otto Huriche","M",37,"611",58,"Help Desk Technician","Manufacturing","Mass Customer","Yes",16
"Keane Leebeter","M",37,"1310",38,"Geological Engineer","Manufacturing","High Net Worth","Yes",13
"Halette Helling","F",37,"401",56,"Assistant Professor","Retail","Mass Customer","No",15
"Weston Brokenshaw","M",37,"697",25,"Environmental Specialist","Entertainment","Mass Customer","No",10
"Clarie Hackworth","F",37,"2338",13,"Programmer Analyst IV","Manufacturing","Mass Customer","No",5
"Lacee Roan","F",37,"368",32,"Administrative Assistant II","Financial Services","High Net Worth","No",6
"Vaughn Browse","M",37,"1476",25,"Structural Analysis Engineer","Financial Services","Affluent Customer","Yes",20
"Chariot Keefe","M",37,"2571",97,"Internal Auditor","Health","Affluent Customer","Yes",7
"Levon Parlor","M",37,"1494",46,"Geologist I","Property","Mass Customer","Yes",7
"Ryon Darridon","M",37,"3912",89,"Social Worker","Health","Affluent Customer","No",22
"Katharina Jennins","F",37,"959",3,"Staff Scientist","Retail","Affluent Customer","Yes",21
"Urbanus Pichan","M",37,"3388",81,"VP Marketing","Retail","Mass Customer","No",7
"Atalanta Stoeck","F",37,"1723",90,"Geologist IV","Entertainment","Mass Customer","Yes",7
"Averill Woodbridge","M",37,"3468",4,"Associate Professor","Financial Services","Mass Customer","No",7
"Chastity Martinat","F",37,"1370",44,"Computer Systems Analyst IV","Property","Mass Customer","No",18
"Herrick Gammett","M",37,"2151",9,"Statistician IV","Entertainment","Affluent Customer","No",6
"Tansy Beltzner","F",37,"1529",0,"Media Manager III","Financial Services","High Net Worth","Yes",5
"Mahmoud Dagworthy","M",37,"2299",11,"Computer Systems Analyst I","Property","High Net Worth","Yes",7
"Giorgi Hurford","M",37,"1043",34,"Sales Associate","Financial Services","Mass Customer","Yes",16
"Bondon Deeley","M",37,"3126",7,"Statistician IV","Financial Services","High Net Worth","No",12
"Kerby Nesfield","M",37,"2985",69,"Sales Representative","Retail","Affluent Customer","Yes",14
"Jimmy","M",37,"2153",22,"Financial Analyst","Financial Services","Mass Customer","No",10
"Elka Crossgrove","F",37,"1929",79,"Food Chemist","Health","Affluent Customer","No",20
"Hamnet Kibblewhite","M",37,"3058",67,"Human Resources Manager","Manufacturing","Mass Customer","Yes",16
"Matilda Milton","F",37,"1720",96,"Staff Accountant II","Financial Services","Mass Customer","Yes",13
"Britni Menguy","F",37,"2084",6,"Media Manager IV","IT","Mass Customer","Yes",17
"Donnamarie Andrieu","F",37,"1488",82,"Assistant Manager","Manufacturing","Mass Customer","Yes",17
"Nell MacCafferky","F",37,"1550",3,"Programmer Analyst II","IT","Mass Customer","Yes",12
"Dylan Hanvey","M",37,"2234",48,"Electrical Engineer","Manufacturing","Mass Customer","No",18
"Bee Blazewicz","F",37,"81",58,"Help Desk Operator","Health","High Net Worth","No",13
"Chanda Garmons","F",37,"3728",27,"Technical Writer","Property","Affluent Customer","Yes",21
"Garland Wildsmith","F",37,"3900",78,"GIS Technical Architect","Financial Services","Mass Customer","Yes",3
"Talya Darycott","F",37,"1789",44,"Analog Circuit Design manager","Property","Mass Customer","No",9
