"customer_name","gender","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","lat","lon","age_group","job_type","Median salary or wages"
"Randall Mason","M",95,"Health","Mass Customer","Yes",12,"83497","Memorial Plaza",2570,"NSW","Australia",11,-34.0126402475969,150.71829235355,"45-54","Technical",56069
"Donica Humby","F",47,"Financial Services","Mass Customer","No",4,"488","Briar Crest Court",2101,"NSW","Australia",12,-33.7057998549464,151.286588906375,"55-64","Quantitative",54166
"Lotty Loach","F",76,"Health","High Net Worth","Yes",7,"78451","South Street",2380,"NSW","Australia",3,-32.053181855,149.058700248913,"55-64","Healthcare",48762
"Marie-jeanne Breawood","F",37,"Health","High Net Worth","No",8,"6","Prairieview Pass",2770,"NSW","Australia",6,-33.7571859536543,150.814152072592,"65+","Technical",46224
"Thorvald Duckerin","M",58,"Manufacturing","Affluent Customer","Yes",1,"4","Pine View Junction",3021,"VIC","Australia",8,-37.7405577986842,144.798495838179,"25-34","Technical",41841
"Paulina Iannuzzelli","F",57,"Manufacturing","Mass Customer","No",19,"97","Hollow Ridge Alley",2118,"NSW","Australia",11,-33.7820597050026,151.03366811285,"65+","Technical",50888
"Ricki Padefield","M",43,"Manufacturing","Affluent Customer","Yes",13,"860","Barby Lane",4275,"QLD","Australia",9,-28.0289921066667,153.158256792757,"65+","Technical",46809
"Lizette McKeaveney","F",30,"Health","High Net Worth","Yes",13,"6412","Butternut Road",2050,"NSW","Australia",10,-33.8881745158333,151.176921825273,"25-34","Managerial",66921
"Muffin Bhar","M",44,"Health","Affluent Customer","No",19,"15","Weeping Birch Crossing",2448,"NSW","Australia",4,-30.6056261915385,153.001557378774,"55-64","Healthcare",38048
"Jeno Strafford","M",67,"Financial Services","High Net Worth","No",7,"891","Sachtjen Hill",4170,"QLD","Australia",9,-27.4717796268523,153.074749029688,"65+","Quantitative",57534
"Brigg Himsworth","M",63,"Telecommunications","Mass Customer","Yes",9,"771","Union Crossing",4570,"QLD","Australia",6,-26.1322022261905,152.340541166673,"45-54","Administrative",41678
"Judi Cazereau","F",22,"Retail","Affluent Customer","Yes",13,"22","Farmco Avenue",3851,"VIC","Australia",3,-38.038239683945,147.588882009447,"25-34","Technical",42299
"Raleigh Pont","M",48,"Entertainment","Mass Customer","No",14,"7650","Gulseth Parkway",3139,"VIC","Australia",7,-37.80693204375,145.497517116782,"55-64","Other",45306
"Zachariah Meininking","M",40,"Financial Services","Affluent Customer","Yes",20,"24815","Lindbergh Avenue",2749,"NSW","Australia",7,-33.7156479520833,150.68557122811,"65+","Quantitative",54543
"Lesley Garey","M",52,"Telecommunications","Mass Customer","No",11,"924","Lindbergh Court",2226,"NSW","Australia",9,-34.0129303759705,151.060465806761,"25-34","Other",59000
"Adriena Giffin","F",27,"Argiculture","Affluent Customer","Yes",5,"1","Manitowish Court",2259,"NSW","Australia",9,-33.2442879967153,151.455122978098,"65+","Managerial",47220
"Antoinette","F",72,"Financial Services","Affluent Customer","No",5,"9","Derek Alley",3058,"VIC","Australia",9,-37.737549285,144.958383394857,"35-44","Technical",50537
"Carr Hopkynson","M",64,"Manufacturing","Affluent Customer","No",16,"5990","Fairfield Pass",2318,"NSW","Australia",6,-32.76402701,151.876203210767,"45-54","Technical",51244
"Shay Briand","M",57,"IT","Mass Customer","Yes",9,"1","Mandrake Way",3844,"VIC","Australia",1,-38.1897013926667,146.529273334814,"65+","Managerial",50718
"Karney Burstow","M",51,"Property","Mass Customer","Yes",6,"4011","Prairieview Court",2031,"NSW","Australia",12,-33.9155030186822,151.24522472049,"45-54","Technical",64202
"Latrena Yetts","F",11,"Manufacturing","High Net Worth","Yes",15,"53877","Dakota Crossing",2871,"NSW","Australia",3,-33.3979696745763,147.966189840742,"18-24","Technical",42830
"Jesse Alflat","M",31,"Health","High Net Worth","No",5,"49","Northfield Drive",2145,"NSW","Australia",9,-33.8133842931533,150.955551059031,"35-44","Administrative",53591
"Kelcie Kingaby","F",54,"IT","Mass Customer","Yes",6,"0","Summit Center",4019,"QLD","Australia",4,-27.2557571857143,153.095633540423,"18-24","Other",49288
"Fabio Commuzzo","M",5,"Manufacturing","Mass Customer","No",18,"66","Shopko Circle",3806,"VIC","Australia",8,-38.0362726072078,145.339344408016,"55-64","Technical",51172
"Heall Andrioli","M",46,"IT","Affluent Customer","Yes",7,"370","Eastwood Road",4133,"QLD","Australia",5,-27.6905115875,153.133206307123,"65+","Other",47324
"Rickert Brasted","M",47,"Health","Mass Customer","No",10,"20","Hoffman Park",2145,"NSW","Australia",9,-33.8133842931533,150.955551059031,"55-64","Quantitative",53591
"Hedwig Jayme","F",38,"Property","Affluent Customer","No",11,"6293","Hooker Point",2099,"NSW","Australia",10,-33.7485063201475,151.28461830512,"65+","Quantitative",52108
"Penrod Tomasicchio","M",5,"Health","High Net Worth","No",19,"30","Harper Trail",2318,"NSW","Australia",9,-32.76402701,151.876203210767,"55-64","Administrative",51244
"Pancho Edis","M",1,"Manufacturing","Mass Customer","No",13,"64467","Pankratz Pass",3023,"VIC","Australia",7,-37.7564800019994,144.759142641737,"45-54","Administrative",50258
"Andriana Gosnoll","F",53,"Manufacturing","Mass Customer","No",8,"900","Brown Junction",2291,"NSW","Australia",10,-32.9436622714286,151.750253351194,"55-64","Managerial",53382
"Nilson Wiggam","M",48,"Financial Services","Mass Customer","No",9,"8845","Spaight Way",3049,"VIC","Australia",6,-37.668113775,144.882633204092,"25-34","Other",50072
"Denny Spleving","F",84,"Manufacturing","Affluent Customer","Yes",5,"85420","Myrtle Road",2114,"NSW","Australia",8,-33.8147045123188,151.088991853473,"45-54","Technical",55156
"Conway Juarez","M",27,"Retail","Affluent Customer","No",17,"66904","American Ash Hill",4814,"QLD","Australia",5,-19.3028330412935,146.751780623537,"55-64","Technical",52016
"Dru Crellim","F",57,"Financial Services","Mass Customer","No",12,"90","Morningstar Drive",3030,"VIC","Australia",7,-37.8932562855869,144.703941958861,"55-64","Other",52900
"Shaw MacEvilly","M",10,"Health","Affluent Customer","No",16,"34020","Sheridan Park",2768,"NSW","Australia",9,-33.7305106634615,150.931207614986,"18-24","Technical",59762
"Brook Eade","F",65,"Retail","Mass Customer","Yes",8,"58","Meadow Valley Court",2330,"NSW","Australia",5,-32.6556815916667,150.991630502876,"65+","Administrative",55932
"Aleece Feige","F",49,"Manufacturing","Mass Customer","No",18,"2030","Anderson Lane",2141,"NSW","Australia",10,-33.861467945871,151.043922307641,"45-54","Technical",42130
"Dolorita Strutton","F",7,"Manufacturing","Affluent Customer","No",17,"7","Acker Pass",3178,"VIC","Australia",8,-37.9200541207029,145.235641607874,"25-34","Managerial",50748
"Harman A'field","M",39,"Manufacturing","Affluent Customer","Yes",6,"31815","Vermont Drive",4227,"QLD","Australia",5,-28.0833602607143,153.412328083488,"55-64","Other",46257
"Hildegarde Bamb","F",16,"Health","High Net Worth","Yes",10,"5070","Division Parkway",3910,"VIC","Australia",9,-38.1459127295699,145.196559523043,"55-64","Other",49828
"Launce Gale","M",86,"Argiculture","Mass Customer","No",21,"4","Fordem Avenue",2777,"NSW","Australia",9,-33.7123756288213,150.577398455239,"65+","Managerial",54785
"Ilise Clissold","F",58,"Entertainment","High Net Worth","No",9,"659","Comanche Plaza",2153,"NSW","Australia",10,-33.7534401900469,150.998019385312,"35-44","Technical",59130
"Julita Prene","F",14,"Manufacturing","High Net Worth","Yes",13,"5","Myrtle Junction",4128,"QLD","Australia",2,-27.6535042833333,153.174755037775,"35-44","Technical",52640
"Ashlen Willbond","F",64,"Health","High Net Worth","No",16,"723","Grayhawk Way",3934,"VIC","Australia",8,-38.2608064527778,145.039308800736,"35-44","Other",48444
"Keely Bointon","F",71,"Telecommunications","High Net Worth","No",3,"55","Dorton Point",4154,"QLD","Australia",9,-27.4845527086952,153.155786248435,"35-44","Healthcare",63290
"Poul Gaskin","M",78,"Telecommunications","High Net Worth","No",17,"9","Killdeer Circle",2643,"NSW","Australia",2,-35.9789208052632,146.594162709272,"65+","Other",44194
"Sheilakathryn Huff","F",45,"Telecommunications","High Net Worth","Yes",14,"4","Miller Drive",2477,"NSW","Australia",6,-28.87271744,153.438992172172,"65+","Managerial",41494
"Rubia Evetts","F",59,"Health","Mass Customer","No",16,"64213","Miller Point",2071,"NSW","Australia",9,-33.7627809,151.165544831607,"25-34","Healthcare",58992
"Francklin Cross","M",51,"Property","Mass Customer","Yes",3,"24593","Jackson Parkway",2231,"NSW","Australia",10,-34.008444925,151.214100102436,"35-44","Other",53518
"Wilone Champley","F",22,"Manufacturing","High Net Worth","No",17,"9346","Lyons Point",2077,"NSW","Australia",10,-33.6980445928744,151.104008512776,"35-44","Technical",55235
"Lezlie Clemits","F",2,"Financial Services","Mass Customer","Yes",15,"504","Nevada Drive",2155,"NSW","Australia",10,-33.6963501305118,150.933886619322,"45-54","Quantitative",61221
"Kathe Oller","F",47,"Manufacturing","Mass Customer","Yes",5,"817","Loftsgordon Road",3029,"VIC","Australia",4,-37.8470691418301,144.699759689208,"55-64","Managerial",49240
"Dulce Bradwell","F",61,"Manufacturing","Mass Customer","No",20,"30","Lukken Point",4159,"QLD","Australia",9,-27.4879747441558,153.213106954485,"65+","Other",51818
"Felice Dechelette","M",75,"Entertainment","High Net Worth","No",3,"4","Kingsford Trail",4051,"QLD","Australia",4,-27.4260955404581,153.00350286664,"25-34","Other",59144
"Diane Furman","F",67,"Manufacturing","Affluent Customer","Yes",13,"6660","Riverside Circle",3013,"VIC","Australia",9,-37.8162932168179,144.892300306216,"25-34","Technical",62757
"Ogdan Blenkinship","M",65,"Health","Mass Customer","Yes",21,"21712","Texas Court",3429,"VIC","Australia",5,-37.5927080654145,144.734417990105,"65+","Healthcare",50882
"Kizzee Agget","F",98,"Manufacturing","Affluent Customer","No",8,"122","Marcy Park",2213,"NSW","Australia",10,-33.952715326069,150.996173924121,"45-54","Quantitative",53920
"Stephi Highton","F",30,"Telecommunications","Mass Customer","Yes",12,"293","Mendota Park",2154,"NSW","Australia",10,-33.7425245745204,151.006944466203,"35-44","Technical",57294
"Morgen Newport","F",5,"Manufacturing","Mass Customer","No",6,"9","Washington Center",3340,"VIC","Australia",4,-37.6698644994579,144.435508051795,"55-64","Managerial",51442
"Eugenie Brinson","F",79,"Entertainment","Mass Customer","Yes",17,"7109","Grayhawk Avenue",3073,"VIC","Australia",6,-37.7152610589963,145.013416298128,"55-64","Administrative",46592
"Reinold Natt","M",16,"Financial Services","High Net Worth","Yes",8,"70","Evergreen Hill",3207,"VIC","Australia",8,-37.8347535119883,144.936829089899,"55-64","Technical",70782
"Jo Roberts","F",41,"Financial Services","High Net Worth","Yes",11,"20139","Lakewood Plaza",2440,"NSW","Australia",3,-31.002822093662,152.782094912629,"65+","Other",39733
"Jacklin Duchant","F",77,"Argiculture","Mass Customer","No",17,"9","Memorial Road",4132,"QLD","Australia",4,-27.6726901,153.086602933715,"65+","Administrative",45610
"Colas Gabbitas","M",98,"Retail","High Net Worth","No",20,"3094","Elka Place",2166,"NSW","Australia",9,-33.8934230151607,150.939032399098,"65+","Quantitative",41342
"Angele Cadore","F",5,"Financial Services","Mass Customer","Yes",7,"85894","Amoth Court",4125,"QLD","Australia",7,-27.703708,153.04372309749,"65+","Managerial",48636
"Cicily Hast","F",63,"Health","Affluent Customer","Yes",8,"955","Burning Wood Way",2478,"NSW","Australia",3,-28.8608270661026,153.549400683565,"45-54","Healthcare",41556
"Sim Constantinou","M",91,"Property","Mass Customer","No",5,"41002","Loomis Park",2010,"NSW","Australia",9,-33.8835501127389,151.211522037291,"25-34","Managerial",61100
"Shanon Rolfe","F",63,"Retail","High Net Worth","No",8,"10","Cottonwood Point",2530,"NSW","Australia",7,-34.4860134172043,150.781151272685,"65+","Administrative",49813
"Chryste Oddboy","F",44,"Manufacturing","High Net Worth","Yes",4,"2115","Maryland Alley",2320,"NSW","Australia",9,-32.7150051901162,151.490457447248,"35-44","Technical",50482
"Edin Patinkin","F",35,"Health","Mass Customer","No",17,"6","Milwaukee Hill",3015,"VIC","Australia",4,-37.8399445232558,144.882048799139,"25-34","Other",63278
"Nolly Ivanchikov","M",13,"Manufacturing","High Net Worth","Yes",11,"6792","Kropf Hill",2049,"NSW","Australia",11,-33.8931038797551,151.150403765046,"25-34","Other",60358
"Michele Pammenter","M",23,"Health","High Net Worth","No",2,"37","Mesta Road",3198,"VIC","Australia",8,-38.1101046070369,145.136573623844,"35-44","Other",50310
"Liane Abelevitz","F",26,"Property","Mass Customer","No",3,"85340","Hovde Way",3153,"VIC","Australia",7,-37.8376997934524,145.266395778708,"45-54","Other",48998
"Philbert Bangs","M",67,"IT","Mass Customer","Yes",6,"2643","Moose Court",4500,"QLD","Australia",7,-27.3137627571681,152.981263107015,"55-64","Technical",51356
"Candy","F",23,"Financial Services","Mass Customer","No",6,"59252","Maryland Drive",3500,"VIC","Australia",3,-34.1907804168675,142.153340423591,"45-54","Quantitative",42086
"Noami Cokly","F",74,"Manufacturing","Mass Customer","Yes",15,"2886","Buena Vista Terrace",2038,"NSW","Australia",11,-33.8859211269231,151.168957215172,"55-64","Technical",66974
"Lyndell Jereatt","F",14,"Telecommunications","High Net Worth","No",13,"58770","Monterey Plaza",2122,"NSW","Australia",12,-33.7856889627496,151.087344440514,"25-34","Administrative",49798
"Maximilien Bourget","M",12,"Financial Services","Mass Customer","Yes",6,"2941","Loftsgordon Hill",3337,"VIC","Australia",7,-37.6697798057692,144.571605582091,"45-54","Other",48100
"Benedikta Naptin","F",59,"Retail","Mass Customer","Yes",15,"345","Fieldstone Park",2121,"NSW","Australia",11,-33.7710730982759,151.079969860376,"25-34","Other",54992
"Rhodie Gaskall","F",83,"Manufacturing","Mass Customer","Yes",9,"251","Pierstorff Alley",4170,"QLD","Australia",9,-27.4717796268523,153.074749029688,"55-64","Managerial",57534
"Afton Andrassy","F",78,"Retail","Mass Customer","No",7,"220","Cody Alley",3075,"VIC","Australia",8,-37.662253255,145.020341491704,"25-34","Other",44182
"Blondell Dibdall","F",62,"Health","Mass Customer","No",4,"34","Bunting Pass",3048,"VIC","Australia",4,-37.6560258785714,144.924697975138,"55-64","Technical",41447
"Sonia Dunstall","F",0,"Financial Services","Mass Customer","No",10,"99","Park Meadow Hill",2570,"NSW","Australia",9,-34.0126402475969,150.71829235355,"45-54","Quantitative",56069
"Benedikt Adamou","M",15,"Health","Mass Customer","No",11,"4","Bluestem Pass",3564,"VIC","Australia",3,-36.1367612615385,144.737929481757,"35-44","Managerial",42699
"Don Spratling","M",82,"Property","Affluent Customer","Yes",7,"78","Erie Point",2760,"NSW","Australia",10,-33.7559696774725,150.778536826156,"45-54","Other",50947
"Moll Ogilby","F",25,"Manufacturing","Mass Customer","Yes",13,"6","Hansons Crossing",4123,"QLD","Australia",6,-27.5740284125464,153.11975436826,"35-44","Administrative",52144
"Jammie Seldner","F",42,"Health","Mass Customer","Yes",15,"8","Saint Paul Junction",2066,"NSW","Australia",10,-33.8096297036232,151.167748895846,"45-54","Managerial",67091
"Inglis Pickaver","M",33,"Telecommunications","Affluent Customer","No",1,"14067","Armistice Plaza",2770,"NSW","Australia",8,-33.7571859536543,150.814152072592,"25-34","Technical",46224
"Clarabelle Broschek","F",6,"Manufacturing","Mass Customer","No",18,"8491","Pennsylvania Crossing",4035,"QLD","Australia",6,-27.3558690951194,152.995835291416,"55-64","Technical",55688
"Tillie Bisseker","F",74,"Manufacturing","High Net Worth","No",14,"59208","Barnett Avenue",2104,"NSW","Australia",12,-33.664306725,151.292492259423,"55-64","Technical",50659
"Irving Babcock","M",60,"Health","High Net Worth","Yes",15,"36","Killdeer Crossing",2705,"NSW","Australia",1,-34.5584469988486,146.399502493401,"35-44","Other",47217
"Evered Gludor","M",3,"Manufacturing","High Net Worth","Yes",15,"305","Sloan Junction",2168,"NSW","Australia",8,-33.9135284625,150.877696297317,"65+","Technical",46604
"Mavra Finan","F",30,"Property","Affluent Customer","Yes",4,"88","Shopko Way",2034,"NSW","Australia",9,-33.9066714598765,151.259946134591,"55-64","Healthcare",64979
"Frieda Tavinor","F",43,"IT","Affluent Customer","No",10,"7","Mallory Lane",3064,"VIC","Australia",6,-37.5844135765066,144.932992711957,"18-24","Administrative",48045
"Ellwood Budden","M",82,"Health","Mass Customer","Yes",11,"79907","Randy Center",2192,"NSW","Australia",10,-33.915466353125,151.092571225386,"25-34","Healthcare",44881
"Alex Patshull","F",37,"Retail","Mass Customer","Yes",13,"446","High Crossing Way",4165,"QLD","Australia",5,-27.619472896875,153.296431644137,"55-64","Technical",52462
"Aundrea Outridge","F",77,"Financial Services","Affluent Customer","Yes",10,"1530","Columbus Lane",3186,"VIC","Australia",12,-37.9070613176471,145.000959789346,"18-24","Technical",55596
"Amby Bodega","M",63,"Financial Services","Affluent Customer","Yes",17,"669","Declaration Street",3810,"VIC","Australia",6,-38.0746169223958,145.461281269667,"55-64","Administrative",48046
"Esme Pilipets","M",15,"Health","Mass Customer","Yes",5,"9","Ruskin Way",3228,"VIC","Australia",9,-38.3411923105178,144.298791737932,"55-64","Other",48687
"Beverly Domnick","F",56,"IT","Mass Customer","No",9,"8","Burning Wood Junction",2232,"NSW","Australia",10,-34.0297099230114,151.060846702591,"65+","Technical",58410
"Artemis Swanson","M",77,"Argiculture","Mass Customer","Yes",13,"5","Melvin Park",3810,"VIC","Australia",5,-38.0746169223958,145.461281269667,"45-54","Other",48046
"Daryle Marginson","M",93,"Argiculture","Mass Customer","Yes",9,"21316","Ohio Place",2121,"NSW","Australia",12,-33.7710730982759,151.079969860376,"35-44","Other",54992
"Tyne Anshell","F",71,"Retail","Mass Customer","Yes",3,"93","Sutherland Terrace",2560,"NSW","Australia",8,-34.0862672238874,150.809804183538,"25-34","Technical",50249
"Leona Shorrock","F",83,"Financial Services","Affluent Customer","Yes",22,"1560","Grim Avenue",4720,"QLD","Australia",1,-23.548907547561,148.165575863528,"65+","Technical",55304
"Bertrando Carass","M",45,"Property","Mass Customer","No",8,"1","Quincy Road",2565,"NSW","Australia",5,-33.9913701865385,150.859545042055,"65+","Other",51159
"Augusta Munns","F",5,"IT","Mass Customer","No",21,"607","Memorial Avenue",2074,"NSW","Australia",11,-33.7202793343309,151.141275449898,"65+","Technical",64253
"Lauralee Fudge","F",83,"Health","Mass Customer","No",15,"9460","Monument Park",3277,"VIC","Australia",4,-38.4194551,142.648903124693,"35-44","Healthcare",42460
"Consalve Ballay","M",41,"IT","Mass Customer","Yes",7,"72","Village Terrace",2250,"NSW","Australia",8,-33.4177301953368,151.32933541699,"55-64","Technical",48472
"Lolly Prewer","F",44,"Health","Mass Customer","No",15,"694","Coolidge Center",2620,"NSW","Australia",7,-35.5951781,149.2095943938,"25-34","Other",59378
"Vyky Pegg","F",64,"Manufacturing","Mass Customer","Yes",11,"31854","Anniversary Terrace",2322,"NSW","Australia",7,-32.792203198336,151.66521315401,"65+","Technical",50666
"Kellen Pawelski","F",83,"Manufacturing","High Net Worth","Yes",11,"125","Manufacturers Parkway",2193,"NSW","Australia",8,-33.9121510947096,151.120812641441,"65+","Technical",52153
"Jermaine Bagshawe","F",60,"Property","Mass Customer","Yes",9,"260","Briar Crest Drive",4209,"QLD","Australia",6,-27.858597384913,153.290702728754,"65+","Other",47170
"Bryan Jachtym","M",59,"Manufacturing","Mass Customer","Yes",15,"56","Moland Crossing",3356,"VIC","Australia",3,-37.5924574214286,143.830890242454,"45-54","Technical",42986
"Renie Laundon","F",32,"Entertainment","Mass Customer","Yes",8,"1","Shelley Pass",4118,"QLD","Australia",3,-27.6623639442857,153.018341358523,"45-54","Administrative",48945
"Weidar Etheridge","M",38,"Financial Services","Mass Customer","Yes",6,"535","Jay Point",2422,"NSW","Australia",4,-31.9644824052632,151.891502138045,"55-64","Technical",40087
"Datha Fishburn","F",15,"Retail","Mass Customer","No",3,"6","Caliangt Way",3079,"VIC","Australia",12,-37.768378329978,145.051466480633,"25-34","Administrative",56696
"Ferdinand Romanetti","M",60,"Financial Services","Affluent Customer","No",9,"2","Sloan Way",2200,"NSW","Australia",7,-33.9179312734903,151.030705594586,"55-64","Other",43005
"Burk Wortley","M",22,"Health","Mass Customer","No",6,"4","Union Crossing",2196,"NSW","Australia",10,-33.928075563242,151.052460633086,"18-24","Other",44116
"Melloney Temby","F",17,"Financial Services","Affluent Customer","Yes",15,"33475","Fair Oaks Junction",4702,"QLD","Australia",2,-23.0910627428571,150.155801887274,"65+","Technical",50254
"Dickie Cubbini","M",30,"Financial Services","Mass Customer","Yes",19,"57666","Victoria Way",4215,"QLD","Australia",2,-27.962496031677,153.406879311547,"65+","Other",41612
"Sylas Duffill","M",56,"Property","Mass Customer","Yes",14,"21875","Grover Drive",2010,"NSW","Australia",9,-33.8835501127389,151.211522037291,"65+","Quantitative",61100
"Ardelis Forrester","F",10,"Financial Services","Affluent Customer","No",10,"5","Colorado Crossing",3505,"VIC","Australia",5,-34.1744374461671,142.063226641899,"45-54","Quantitative",42063
"Winnifred Beswetherick","F",83,"Financial Services","Mass Customer","No",14,"61","4th Street",3040,"VIC","Australia",10,-37.7499508292453,144.919414374456,"45-54","Quantitative",53942
"Tabbatha Averill","F",5,"Manufacturing","Affluent Customer","Yes",13,"663","8th Parkway",2257,"NSW","Australia",8,-33.5108809817708,151.311444560459,"45-54","Technical",45633
"Maisie Maddox","F",27,"Financial Services","Affluent Customer","No",20,"8","Dennis Point",3226,"VIC","Australia",9,-38.2633856310811,144.514716436488,"45-54","Managerial",46893
"Heinrick Shilstone","M",60,"Manufacturing","Affluent Customer","No",10,"998","Gale Park",3174,"VIC","Australia",8,-37.9730722160714,145.180364533191,"45-54","Technical",42732
"Gardie Crellim","M",58,"Manufacturing","High Net Worth","No",8,"564","Forest Dale Avenue",3161,"VIC","Australia",12,-37.8759593579137,145.018606073304,"45-54","Quantitative",50348
"Patricia Everix","F",34,"Health","Mass Customer","No",19,"91164","Washington Terrace",2263,"NSW","Australia",7,-33.2575399661765,151.527607405928,"45-54","Managerial",43702
"Nobe McAughtry","M",25,"Entertainment","Mass Customer","No",12,"1","Orin Hill",4510,"QLD","Australia",5,-27.0792961882794,152.98168858818,"45-54","Other",43188
"Dolley Starmont","F",53,"Manufacturing","Affluent Customer","No",18,"4252","Dovetail Pass",4129,"QLD","Australia",6,-27.6762296358448,153.187871337521,"45-54","Other",50625
"Tessa Friese","F",89,"Financial Services","Mass Customer","No",21,"98158","Alpine Point",4212,"QLD","Australia",9,-27.90494049,153.334749935612,"45-54","Healthcare",48886
"Brigitte Whellams","F",67,"Financial Services","Mass Customer","Yes",17,"77785","Veith Lane",2766,"NSW","Australia",8,-33.7892942533333,150.846519931779,"45-54","Administrative",51936
"Kort Disley","M",66,"Health","Mass Customer","Yes",7,"76","Donald Trail",2160,"NSW","Australia",9,-33.8323377604938,150.979639719442,"35-44","Other",44811
"Wallace Newart","M",91,"IT","Mass Customer","No",17,"29007","Dapin Street",4650,"QLD","Australia",1,-25.6174413383512,152.794262238691,"45-54","Administrative",43400
"Egon Ortells","M",35,"Manufacturing","Affluent Customer","No",13,"3","Sundown Hill",2168,"NSW","Australia",9,-33.9135284625,150.877696297317,"45-54","Technical",46604
"Raye Roo","F",64,"Financial Services","Mass Customer","Yes",16,"1199","Express Plaza",3046,"VIC","Australia",9,-37.710122090991,144.932195383873,"45-54","Technical",48614
"Sherrie Godleman","F",37,"Manufacturing","Mass Customer","No",19,"67","Shelley Crossing",3350,"VIC","Australia",2,-37.5514123740556,143.830720560314,"45-54","Other",46172
"Paxon Roomes","M",78,"Manufacturing","High Net Worth","Yes",7,"3","Express Lane",3021,"VIC","Australia",7,-37.7405577986842,144.798495838179,"45-54","Managerial",41841
"Zechariah McReidy","M",32,"Manufacturing","High Net Worth","No",21,"797","Westend Street",4207,"QLD","Australia",6,-27.7299240994603,153.191237398608,"45-54","Other",47124
"Giulia Hazart","F",57,"Financial Services","Mass Customer","No",11,"81","Donald Parkway",4218,"QLD","Australia",11,-28.0402339160577,153.427128703653,"45-54","Technical",45250
"Link Gorini","M",60,"IT","High Net Worth","No",10,"9495","Jenna Way",4600,"QLD","Australia",2,-26.1454092928571,152.262310647841,"45-54","Other",40473
"Carolann Raatz","F",25,"Manufacturing","High Net Worth","No",21,"817","Bunker Hill Place",3977,"VIC","Australia",6,-38.0955446155503,145.266612213336,"35-44","Managerial",49058
"Dwayne Doel","M",80,"Financial Services","Affluent Customer","Yes",17,"5642","Debs Terrace",2223,"NSW","Australia",11,-33.9747824461539,151.07431603984,"45-54","Quantitative",56132
"Opal Cleare","F",6,"Property","Affluent Customer","Yes",20,"247","Blue Bill Park Parkway",2066,"NSW","Australia",9,-33.8096297036232,151.167748895846,"45-54","Technical",67091
"Skipp Swales","M",15,"Entertainment","High Net Worth","Yes",22,"76","Green Ridge Drive",3029,"VIC","Australia",7,-37.8470691418301,144.699759689208,"45-54","Technical",49240
"Cariotta","F",10,"Entertainment","Affluent Customer","Yes",17,"2336","Continental Point",2527,"NSW","Australia",7,-34.5785328166667,150.774827418323,"45-54","Administrative",49401
"Kissiah Foat","F",30,"Health","Mass Customer","Yes",19,"1690","Forster Place",2281,"NSW","Australia",9,-33.1024223785714,151.634306712809,"45-54","Other",47070
"Fredia Favelle","F",94,"Manufacturing","Mass Customer","Yes",19,"4","Arapahoe Terrace",4014,"QLD","Australia",8,-27.3748905103432,153.078816055287,"45-54","Other",56076
"Katleen Arnoult","F",6,"Manufacturing","Mass Customer","Yes",13,"540","Farragut Avenue",2066,"NSW","Australia",9,-33.8096297036232,151.167748895846,"45-54","Managerial",67091
"Adriane Richardson","F",81,"Manufacturing","High Net Worth","No",9,"4","Randy Street",3070,"VIC","Australia",8,-37.7782767710431,145.001878310909,"45-54","Other",55435
"Ivy Farr","F",56,"IT","High Net Worth","No",19,"8470","Kingsford Lane",2120,"NSW","Australia",11,-33.7290704166667,151.076926770129,"45-54","Administrative",60216
"Jethro Mertel","M",16,"Argiculture","Mass Customer","Yes",15,"3460","Dapin Street",2262,"NSW","Australia",6,-33.2229399545455,151.538625999599,"45-54","Other",44485
"Elvira Darthe","F",10,"Financial Services","Affluent Customer","No",16,"89","Green Ridge Point",2168,"NSW","Australia",9,-33.9135284625,150.877696297317,"45-54","Administrative",46604
"Cami Eitter","F",34,"Manufacturing","High Net Worth","Yes",11,"1408","Hovde Circle",3081,"VIC","Australia",9,-37.73586718875,145.049634753248,"35-44","Other",47415
"Marinna Kauschke","F",21,"Financial Services","Affluent Customer","Yes",8,"9","Forster Circle",3174,"VIC","Australia",3,-37.9730722160714,145.180364533191,"45-54","Other",42732
"Lanie Cobbold","M",57,"Property","Mass Customer","Yes",9,"936","Porter Lane",2323,"NSW","Australia",5,-32.7831400035211,151.567845588058,"45-54","Other",50658
"Nicol Swinford","M",65,"Property","High Net Worth","No",16,"976","Roxbury Alley",4157,"QLD","Australia",7,-27.5459943158345,153.202654195153,"45-54","Managerial",51044
"Beverlee Ungerechts","F",49,"Manufacturing","Mass Customer","No",8,"602","Toban Center",4020,"QLD","Australia",7,-27.2099284205882,153.112032144127,"45-54","Technical",49785
"Madella Marquiss","F",51,"Entertainment","Affluent Customer","No",18,"0","Larry Park",3175,"VIC","Australia",8,-38.010267383586,145.198145076446,"45-54","Managerial",42250
"Nicol Bertot","F",25,"Financial Services","Affluent Customer","Yes",18,"7","Elgar Hill",3060,"VIC","Australia",5,-37.6991516636364,144.967451676891,"45-54","Other",44762
"Lillis Eshmade","F",50,"Financial Services","Mass Customer","Yes",22,"46057","Harbort Hill",4304,"QLD","Australia",2,-27.6102461666667,152.801384955991,"45-54","Technical",47774
