"customer_name","gender","customer_id","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Target","lat","lon","age_group","job_type","Median salary or wages"
"Catie Tosspell","F","174",93,"Health","Mass Customer","No",12,"6898","Redwing Park",2148,"NSW","Australia",9,"High-Value",-33.7746678359649,150.902494340217,"25-34","Healthcare",49140
"Denys Dumingos","F","2816",87,"Financial Services","Mass Customer","Yes",14,"515","Warrior Pass",4226,"QLD","Australia",9,"High-Value",-28.0674642099429,153.388284724039,"25-34","Administrative",45556
"Carolann O'Hallagan","F","613",4,"Property","High Net Worth","No",17,"2","Hoffman Way",2212,"NSW","Australia",9,"High-Value",-33.94952798,151.014887240006,"25-34","Technical",51637
"Olva Sheehy","F","1659",75,"Property","High Net Worth","Yes",13,"82598","Arkansas Hill",2088,"NSW","Australia",12,"Mid-Value",-33.8261483026201,151.241572952559,"25-34","Other",68786
"Anette Guerreiro","F","2095",69,"Manufacturing","Affluent Customer","No",8,"158","Lindbergh Crossing",3136,"VIC","Australia",9,"High-Value",-37.7874572129738,145.285136843776,"25-34","Other",50000
"Beitris Lamy","F","2269",33,"Financial Services","Mass Customer","No",9,"1","Del Sol Center",2323,"NSW","Australia",3,"Mid-Value",-32.7831400035211,151.567845588058,"25-34","Technical",50658
"Ondrea Pablos","F","177",25,"Financial Services","High Net Worth","No",4,"82520","Mifflin Drive",2333,"NSW","Australia",5,"High-Value",-32.2931169630435,150.837280007368,"25-34","Other",55146
"Lauren Curcher","M","282",82,"Argiculture","High Net Worth","Yes",11,"8","Riverside Place",4211,"QLD","Australia",5,"Low-Value",-28.0244485640352,153.274217931672,"25-34","Managerial",46451
"Lucio Reame","M","1382",27,"Manufacturing","High Net Worth","Yes",20,"952","Fairview Hill",3155,"VIC","Australia",8,"Low-Value",-37.8624396528939,145.26044251784,"25-34","Other",49170
"Dulsea Maffi","F","2643",53,"Financial Services","Affluent Customer","No",18,"42","Manitowish Hill",4352,"QLD","Australia",5,"Low-Value",-27.4879788431034,151.996060860696,"25-34","Healthcare",51109
"Teresina Gibbie","F","955",78,"Health","Mass Customer","Yes",9,"20","Carpenter Parkway",2192,"NSW","Australia",9,"High-Value",-33.915466353125,151.092571225386,"25-34","Healthcare",44881
"Fremont Spawton","M","1260",92,"Property","Mass Customer","No",9,"23","Hollow Ridge Avenue",4702,"QLD","Australia",2,"Mid-Value",-23.0910627428571,150.155801887274,"25-34","Quantitative",50254
"Carlina Pencot","F","1227",63,"IT","Affluent Customer","Yes",12,"1","Cottonwood Junction",2285,"NSW","Australia",7,"Mid-Value",-32.9341089117647,151.648088775665,"25-34","Technical",50850
"Janot McGougan","F","1498",84,"IT","Affluent Customer","Yes",13,"40","Dexter Crossing",2250,"NSW","Australia",9,"Mid-Value",-33.4177301953368,151.32933541699,"25-34","Healthcare",48472
"Coral Dunkirk","F","812",1,"Financial Services","Mass Customer","No",16,"786","Bonner Drive",2340,"NSW","Australia",4,"Low-Value",-31.1317849526171,150.931990112746,"25-34","Managerial",46447
"Shermie Andrin","M","77",79,"Financial Services","Mass Customer","No",7,"2","Clyde Gallagher Lane",4170,"QLD","Australia",5,"Low-Value",-27.4717796268523,153.074749029688,"25-34","Technical",57534
"Stearn Willerstone","M","3476",39,"Manufacturing","Affluent Customer","No",7,"8863","Maywood Court",2101,"NSW","Australia",11,"Low-Value",-33.7057998549464,151.286588906375,"25-34","Managerial",54166
"Peggi Tolan","F","2537",8,"Financial Services","Affluent Customer","Yes",12,"3144","Ruskin Trail",2046,"NSW","Australia",11,"High-Value",-33.8642599909091,151.127724375401,"25-34","Technical",64658
"Salomone Sleford","M","843",80,"Manufacturing","Affluent Customer","Yes",9,"71801","Grover Point",2166,"NSW","Australia",10,"High-Value",-33.8934230151607,150.939032399098,"25-34","Technical",41342
"Winna Verny","F","515",55,"IT","High Net Worth","No",8,"12845","Paget Lane",2026,"NSW","Australia",12,"High-Value",-33.890394873125,151.268282356468,"25-34","Other",60000
"Nestor Billingsley","M","1109",21,"Entertainment","High Net Worth","No",6,"4754","Ramsey Junction",3130,"VIC","Australia",9,"Low-Value",-37.8168718255319,145.151785954685,"25-34","Technical",51064
"Joice Govett","F","2078",15,"Manufacturing","Mass Customer","No",3,"95483","Washington Junction",2505,"NSW","Australia",9,"Mid-Value",-34.4826141,150.901824797989,"25-34","Technical",48712
"Ebenezer Bottelstone","M","438",25,"Property","High Net Worth","Yes",13,"7","Gerald Place",3074,"VIC","Australia",4,"Mid-Value",-37.6882245162615,145.01953219433,"25-34","Other",43530
"Charmion Dobsons","F","1495",4,"Health","High Net Worth","Yes",8,"81","Artisan Park",2259,"NSW","Australia",5,"High-Value",-33.2442879967153,151.455122978098,"25-34","Administrative",47220
"Thurston McKennan","M","2784",6,"Manufacturing","Mass Customer","No",13,"526","Schiller Road",4157,"QLD","Australia",7,"Low-Value",-27.5459943158345,153.202654195153,"25-34","Technical",51044
"Kiley Canaan","M","286",99,"Manufacturing","Affluent Customer","Yes",11,"747","Thackeray Circle",4551,"QLD","Australia",7,"Low-Value",-26.8070359170543,153.121601431189,"25-34","Administrative",44940
"Gavin Fawks","M","240",49,"IT","High Net Worth","Yes",15,"0","Westend Park",2525,"NSW","Australia",9,"Low-Value",-34.4309563987843,150.851728178077,"25-34","Administrative",53128
"Selene Vasiltsov","F","902",37,"Retail","Mass Customer","No",18,"9","Northridge Lane",2340,"NSW","Australia",3,"High-Value",-31.1317849526171,150.931990112746,"25-34","Quantitative",46447
"Sandor Tumber","M","529",18,"Retail","Affluent Customer","Yes",10,"66834","Melby Way",2160,"NSW","Australia",9,"High-Value",-33.8323377604938,150.979639719442,"25-34","Other",44811
"Andy Polgreen","F","1088",19,"Financial Services","High Net Worth","Yes",3,"4328","Rowland Plaza",3441,"VIC","Australia",9,"High-Value",-37.3981393,144.5985292,"25-34","Technical",58664
"Yoko Dowrey","F","932",30,"Financial Services","Mass Customer","No",18,"6","Oneill Parkway",2770,"NSW","Australia",7,"High-Value",-33.7571859536543,150.814152072592,"25-34","Other",46224
"Lelia Garatty","F","266",69,"Retail","Affluent Customer","No",18,"109","Tomscot Avenue",2010,"NSW","Australia",10,"Mid-Value",-33.8835501127389,151.211522037291,"25-34","Other",61100
"Burr Gerb","M","503",87,"Health","Affluent Customer","Yes",10,"9","Rowland Road",2133,"NSW","Australia",10,"Low-Value",-33.8961197866667,151.103037275588,"25-34","Other",53096
"Filia Rosson","F","606",62,"Manufacturing","Mass Customer","Yes",2,"876","Ridgeview Circle",2566,"NSW","Australia",8,"Mid-Value",-34.0245521928571,150.840027092552,"25-34","Technical",49474
"Wendy Randlesome","F","1329",65,"Manufacturing","Mass Customer","No",11,"9985","Barnett Circle",3940,"VIC","Australia",7,"High-Value",-38.3650485058824,144.879268867234,"25-34","Technical",41394
"Obed Pauler","M","1972",12,"IT","Mass Customer","Yes",2,"38","Armistice Alley",2018,"NSW","Australia",8,"High-Value",-33.9165152321429,151.204951739224,"25-34","Technical",53278
"Carolan Ortler","F","2409",23,"Health","Mass Customer","No",12,"4177","Bluejay Street",2560,"NSW","Australia",8,"Mid-Value",-34.0862672238874,150.809804183538,"25-34","Other",50249
"Walker Bartalot","M","1589",83,"Health","Mass Customer","Yes",4,"78000","Arrowood Center",2775,"NSW","Australia",9,"High-Value",-33.3343926266667,150.999341135198,"25-34","Managerial",46136
"Ezechiel Parnall","M","1086",84,"Property","Mass Customer","Yes",4,"7258","Mandrake Terrace",3138,"VIC","Australia",9,"High-Value",-37.7832881611111,145.316258860462,"25-34","Quantitative",49058
"Lou Drews","F","1379",63,"Financial Services","Mass Customer","Yes",7,"46523","Mcbride Circle",3161,"VIC","Australia",9,"Mid-Value",-37.8759593579137,145.018606073304,"25-34","Administrative",50348
"Hewett Handes","M","1793",19,"Financial Services","Mass Customer","Yes",2,"5239","Springs Circle",3030,"VIC","Australia",7,"Mid-Value",-37.8932562855869,144.703941958861,"25-34","Quantitative",52900
"Yetty Conneely","F","3106",13,"Financial Services","Mass Customer","Yes",21,"11171","Rigney Court",2770,"NSW","Australia",6,"Low-Value",-33.7571859536543,150.814152072592,"25-34","Quantitative",46224
"Mathias Element","M","2472",99,"Health","High Net Worth","Yes",16,"572","Meadow Ridge Drive",3160,"VIC","Australia",7,"Mid-Value",-37.9125918316667,145.349662048959,"25-34","Technical",50352
"Izak Andreutti","M","3094",51,"Financial Services","Mass Customer","Yes",17,"67241","Heath Way",2151,"NSW","Australia",8,"Low-Value",-33.7988994488821,151.007780217306,"25-34","Quantitative",54706
"Giacomo Roseburgh","M","1377",86,"Retail","Mass Customer","Yes",2,"0","Grasskamp Pass",3170,"VIC","Australia",10,"Mid-Value",-37.9228019200139,145.178745032001,"25-34","Technical",49999
"Valaria Abrehart","F","2281",56,"Retail","High Net Worth","Yes",14,"33550","Spohn Terrace",3630,"VIC","Australia",1,"Mid-Value",-36.3790836475,145.403097988586,"25-34","Administrative",41744
"Martino Shalcros","M","1214",0,"Property","High Net Worth","No",15,"275","Lindbergh Parkway",2086,"NSW","Australia",11,"Mid-Value",-33.7523706057692,151.23653081477,"25-34","Other",57597
"Ahmed Edmondson","M","1538",74,"Health","High Net Worth","Yes",12,"27","Hooker Plaza",2177,"NSW","Australia",8,"High-Value",-33.89191146875,150.883923457206,"25-34","Healthcare",46914
"Kane Jahnel","M","476",65,"Manufacturing","Mass Customer","No",14,"47","Dwight Road",4217,"QLD","Australia",8,"High-Value",-28.0032955533294,153.413825747227,"25-34","Technical",38906
"Raine Sneezum","F","537",16,"Entertainment","High Net Worth","No",7,"999","Huxley Hill",2190,"NSW","Australia",10,"Low-Value",-33.900851,151.055369964887,"25-34","Technical",43352
"Annis Freeth","F","2148",78,"Manufacturing","Mass Customer","Yes",15,"45613","Meadow Valley Center",3976,"VIC","Australia",6,"Low-Value",-38.0353158461538,145.263525809667,"25-34","Technical",45609
"Rozanna Chartman","F","2766",93,"Financial Services","High Net Worth","Yes",8,"95","Meadow Valley Plaza",2203,"NSW","Australia",9,"Mid-Value",-33.9055664563725,151.139031192235,"25-34","Other",59153
"Moise Inde","M","1336",83,"IT","Mass Customer","Yes",15,"833","Sherman Court",3810,"VIC","Australia",6,"Mid-Value",-38.0746169223958,145.461281269667,"25-34","Administrative",48046
"Phaidra Jindacek","F","1575",82,"Retail","Mass Customer","No",17,"7015","Hintze Parkway",2153,"NSW","Australia",11,"Low-Value",-33.7534401900469,150.998019385312,"25-34","Technical",59130
"Jammie McEvon","F","3453",57,"Retail","Affluent Customer","No",14,"12","Kings Hill",4272,"QLD","Australia",9,"Mid-Value",-27.9333226538462,153.187962870345,"25-34","Technical",43692
"Essy Vondrak","F","1296",61,"Financial Services","Affluent Customer","Yes",9,"87","Reinke Drive",4211,"QLD","Australia",6,"Low-Value",-28.0244485640352,153.274217931672,"25-34","Other",46451
"Melli Sperwell","F","1654",67,"IT","High Net Worth","Yes",9,"461","Esker Court",3630,"VIC","Australia",1,"Low-Value",-36.3790836475,145.403097988586,"25-34","Other",41744
"Job Sleney","M","86",75,"Health","High Net Worth","Yes",7,"289","Haas Street",2075,"NSW","Australia",11,"High-Value",-33.7245733836491,151.161163455443,"25-34","Healthcare",61904
"Clarita Jaqueminet","F","2121",35,"Financial Services","Mass Customer","Yes",22,"464","Bonner Place",3012,"VIC","Australia",8,"Low-Value",-37.8087397036697,144.855664193483,"25-34","Healthcare",51423
"Addi","F","2311",49,"Health","Mass Customer","No",16,"1268","Stuart Hill",2145,"NSW","Australia",10,"Mid-Value",-33.8133842931533,150.955551059031,"25-34","Technical",53591
"Elli","F","2918",58,"Financial Services","Mass Customer","Yes",5,"66","Arrowood Court",4551,"QLD","Australia",8,"Mid-Value",-26.8070359170543,153.121601431189,"25-34","Managerial",44940
"Tish Oleksiak","F","345",74,"Health","High Net Worth","Yes",17,"8","Ronald Regan Plaza",2251,"NSW","Australia",9,"Mid-Value",-33.488239916421,151.39809286997,"25-34","Other",48252
"Maure Crow","F","1098",99,"Financial Services","Mass Customer","Yes",12,"9419","Homewood Way",2160,"NSW","Australia",9,"High-Value",-33.8323377604938,150.979639719442,"25-34","Administrative",44811
"Kissie Delong","F","793",97,"Financial Services","High Net Worth","Yes",9,"57","Gulseth Terrace",2099,"NSW","Australia",10,"High-Value",-33.7485063201475,151.28461830512,"25-34","Quantitative",52108
"Irwin Ryall","M","2037",19,"IT","Mass Customer","No",6,"6950","Morrow Street",2326,"NSW","Australia",3,"Low-Value",-32.80204927,151.450005375474,"25-34","Managerial",46830
"Wenona Mahaddie","F","1708",39,"Property","High Net Worth","No",20,"39846","Springs Crossing",2154,"NSW","Australia",10,"Low-Value",-33.7425245745204,151.006944466203,"35-44","Managerial",57294
"Tabb Haberjam","M","2707",56,"Property","High Net Worth","Yes",5,"91655","Rowland Point",4123,"QLD","Australia",8,"Mid-Value",-27.5740284125464,153.11975436826,"35-44","Administrative",52144
"Torey Kensall","M","1690",6,"Health","Affluent Customer","Yes",16,"8","Northridge Drive",2072,"NSW","Australia",10,"High-Value",-33.75409981,151.153230549978,"35-44","Healthcare",56151
"Jacklyn Bromehed","F","2692",57,"Health","High Net Worth","Yes",22,"8658","Maple Wood Plaza",3020,"VIC","Australia",7,"Mid-Value",-37.7827510577345,144.834366501946,"35-44","Other",43048
"Ariel Dillingston","F","3006",72,"Manufacturing","Mass Customer","Yes",21,"921","Reinke Road",2529,"NSW","Australia",7,"Mid-Value",-34.5818499128641,150.848430029063,"35-44","Other",50348
"Almeta Kalinsky","F","123",85,"Financial Services","High Net Worth","No",15,"84","Florence Parkway",2516,"NSW","Australia",8,"Low-Value",-34.336251321875,150.91777628942,"35-44","Technical",56506
"Max Cloney","F","3432",99,"Argiculture","Mass Customer","Yes",2,"31","International Pass",4173,"QLD","Australia",7,"Low-Value",-27.4753435033083,153.131824419483,"35-44","Other",54121
"Minda Pendrid","F","3026",11,"Property","Mass Customer","Yes",5,"520","Parkside Lane",2164,"NSW","Australia",9,"Low-Value",-33.8468029571429,150.911804400444,"35-44","Administrative",47608
"Osgood Emerine","M","1603",89,"Manufacturing","Affluent Customer","Yes",20,"46","Dunning Junction",4220,"QLD","Australia",9,"Mid-Value",-28.079773689581,153.434216980688,"35-44","Technical",46290
"Idalia Braunton","F","2488",32,"Financial Services","Mass Customer","Yes",7,"24649","Kennedy Street",2114,"NSW","Australia",8,"High-Value",-33.8147045123188,151.088991853473,"35-44","Technical",55156
"Jennica Jeeks","F","1713",89,"Retail","High Net Worth","Yes",21,"9","Onsgard Court",3170,"VIC","Australia",9,"High-Value",-37.9228019200139,145.178745032001,"35-44","Other",49999
"Anderson","M","1061",34,"Financial Services","Mass Customer","No",19,"22","Sachtjen Avenue",2137,"NSW","Australia",12,"Mid-Value",-33.8535504297297,151.103234411333,"35-44","Healthcare",58719
"Sarge Lerohan","M","971",11,"Manufacturing","High Net Worth","No",22,"7628","Larry Trail",3428,"VIC","Australia",7,"Mid-Value",-37.64066823,144.801758870043,"35-44","Other",50207
"Janelle Ebbage","F","3441",44,"Manufacturing","High Net Worth","Yes",20,"0","Reinke Lane",3034,"VIC","Australia",9,"Low-Value",-37.7571143,144.864537647522,"35-44","Administrative",50679
"Peyton Monkeman","M","856",63,"Financial Services","Mass Customer","Yes",9,"94","Anhalt Way",3139,"VIC","Australia",7,"High-Value",-37.80693204375,145.497517116782,"35-44","Technical",45306
"Korney Hess","F","1089",90,"Property","Affluent Customer","No",12,"332","Maywood Crossing",3136,"VIC","Australia",9,"Low-Value",-37.7874572129738,145.285136843776,"35-44","Technical",50000
"Hilton Carney","M","172",54,"Manufacturing","Affluent Customer","Yes",6,"35386","Mockingbird Road",3749,"VIC","Australia",4,"High-Value",-36.312889675,146.844056699598,"35-44","Other",45346
"Ddene Burleton","F","590",85,"Health","Mass Customer","Yes",11,"9816","Carberry Trail",2036,"NSW","Australia",11,"High-Value",-33.9687433573679,151.234818968302,"35-44","Administrative",54563
"Mart Bazoche","M","1189",22,"Health","High Net Worth","Yes",8,"651","Mesta Drive",3173,"VIC","Australia",9,"Low-Value",-37.9891011783641,145.174524692491,"35-44","Other",47704
"Alleyn Clear","M","2719",69,"Telecommunications","Affluent Customer","Yes",6,"62","Linden Drive",4209,"QLD","Australia",4,"High-Value",-27.858597384913,153.290702728754,"35-44","Other",47170
"Gert Kurtis","F","3022",21,"Retail","High Net Worth","No",8,"27","Schlimgen Way",4116,"QLD","Australia",8,"Mid-Value",-27.626488636939,153.052149144106,"35-44","Technical",46439
"Shawn Platfoot","F","1814",33,"Retail","Affluent Customer","No",17,"91","Mosinee Point",2166,"NSW","Australia",5,"Mid-Value",-33.8934230151607,150.939032399098,"35-44","Other",41342
"Kerry Pashenkov","M","1179",56,"Financial Services","High Net Worth","Yes",13,"525","Kedzie Street",4012,"QLD","Australia",8,"High-Value",-27.3968778588998,153.054400359455,"35-44","Managerial",57456
"Phylis Traves","F","3069",59,"Financial Services","Affluent Customer","No",12,"4351","Maywood Hill",3551,"VIC","Australia",4,"Low-Value",-36.7437062787879,144.299415675987,"35-44","Quantitative",48000
"Chucho Francey","M","2556",39,"Health","Mass Customer","Yes",15,"0","Dunning Plaza",2462,"NSW","Australia",2,"High-Value",-29.700323565625,153.136257685654,"35-44","Other",37272
"Hinze Bullent","M","1448",40,"Property","Mass Customer","No",20,"0","International Junction",2260,"NSW","Australia",8,"Low-Value",-33.4295432767857,151.431823256636,"35-44","Managerial",49358
"Kim Gabbitis","F","2727",88,"Financial Services","High Net Worth","Yes",2,"5","Lerdahl Place",4215,"QLD","Australia",6,"Mid-Value",-27.962496031677,153.406879311547,"35-44","Other",41612
