"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Recency","Frequency","Monetary","RFM_Score","Target"
"Nolana Rotter","F",42,853,26,"Media Manager I","Retail","Mass Customer","Yes",16,"49","Buhler Plaza",2650,"NSW","Australia",2,2245,9,7263.66,244,"Mid-Value"
"Ulrikaumeko Heffernon","F",42,1652,53,"Operator","Manufacturing","High Net Worth","Yes",7,"3","Fordem Park",4011,"QLD","Australia",10,2277,6,2662.39,132,"Low-Value"
"Shannah Gritsaev","F",42,1141,70,"Recruiting Manager","Financial Services","High Net Worth","Yes",4,"91","Messerschmidt Trail",3162,"VIC","Australia",11,2314,5,772.1,121,"Low-Value"
"Tamera Hinckes","F",42,279,0,"Web Designer I","Manufacturing","Mass Customer","No",11,"34","Kim Center",2036,"NSW","Australia",11,2195,6,2455.93,432,"High-Value"
"Nerissa Foote","F",42,397,86,"Paralegal","Financial Services","Affluent Customer","Yes",5,"5","Florence Hill",4124,"QLD","Australia",7,2226,5,2618,322,"Mid-Value"
"Stavro Gargett","M",42,1328,19,"Budget/Accounting Analyst IV","IT","Mass Customer","Yes",6,"27","Farmco Pass",3806,"VIC","Australia",8,2181,7,5351.58,434,"High-Value"
"Cortney Leet","F",42,3249,46,"Analog Circuit Design manager","Manufacturing","Mass Customer","Yes",14,"49","Surrey Pass",2325,"NSW","Australia",4,2214,7,6210.72,334,"Mid-Value"
"Quentin Forte","F",42,3263,37,"Business Systems Development Analyst","Manufacturing","Affluent Customer","No",5,"15566","Waxwing Place",2135,"NSW","Australia",9,2204,5,843.71,321,"Mid-Value"
"Brendan Verbeke","M",42,2531,48,"Teacher","Property","High Net Worth","Yes",8,"46","Dawn Way",2340,"NSW","Australia",5,2186,7,3162.37,433,"High-Value"
"Butch Broadnicke","M",42,2535,53,"Accountant III","Financial Services","Affluent Customer","No",13,"778","Cambridge Street",4209,"QLD","Australia",4,2195,6,3065.02,433,"High-Value"
"Rey Collum","M",42,2493,56,"Assistant Media Planner","Entertainment","Mass Customer","Yes",17,"99","Blackbird Court",2203,"NSW","Australia",11,2235,3,2303,212,"Low-Value"
"Talbot Andrioni","M",42,891,21,"Occupational Therapist","Health","High Net Worth","Yes",9,"91457","Anderson Avenue",3124,"VIC","Australia",12,2193,5,2197.68,422,"High-Value"
"Kelcey Argontt","F",42,3043,21,"Legal Assistant","Manufacturing","Mass Customer","Yes",18,"5","2nd Point",2217,"NSW","Australia",8,2192,4,2535.47,412,"High-Value"
"Gennifer Baily","F",42,2785,9,"Human Resources Manager","Financial Services","Mass Customer","No",8,"677","Golden Leaf Junction",4054,"QLD","Australia",6,2226,6,3411.62,333,"Mid-Value"
"Pall Creek","M",42,1743,80,"Director of Sales","Manufacturing","Affluent Customer","Yes",8,"4912","Lukken Way",4570,"QLD","Australia",3,2267,7,4448.07,234,"Mid-Value"
"Gregoor Aronovitz","M",42,821,41,"Financial Analyst","Financial Services","Mass Customer","Yes",7,"59000","American Center",2530,"NSW","Australia",8,2214,5,2925.75,323,"Mid-Value"
"Dena Crewdson","F",42,972,81,"Project Manager","Retail","Mass Customer","Yes",10,"4","Lawn Trail",4227,"QLD","Australia",5,2356,2,2159,112,"Low-Value"
"Umberto Torricella","M",42,189,73,"Safety Technician I","Financial Services","Affluent Customer","No",10,"59265","Sullivan Junction",3031,"VIC","Australia",4,2184,5,5329.98,424,"High-Value"
"Ambros Kernes","M",42,997,30,"Teacher","Telecommunications","Mass Customer","Yes",13,"1","Continental Center",2146,"NSW","Australia",9,2240,7,2923.29,233,"Mid-Value"
"Elvina Saiger","F",42,2873,59,"Cost Accountant","Financial Services","Mass Customer","No",13,"62293","Raven Parkway",2486,"NSW","Australia",8,2285,3,2127.43,112,"Low-Value"
"Laird Prover","M",42,1580,23,"Associate Professor","Retail","High Net Worth","No",5,"3384","Nelson Circle",4227,"QLD","Australia",3,2236,8,3225,243,"Mid-Value"
"Dorian Colledge","F",42,2393,68,"Registered Nurse","Health","High Net Worth","Yes",11,"422","Crownhardt Court",4179,"QLD","Australia",7,2303,2,192.97,111,"Low-Value"
"Prissie Dyde","F",42,1648,22,"VP Accounting","Financial Services","Mass Customer","No",8,"65387","Thackeray Parkway",3197,"VIC","Australia",10,2194,4,2124.93,412,"High-Value"
"Jayson Chilcott","M",42,830,58,"VP Quality Control","Manufacturing","Affluent Customer","No",6,"43","Esker Pass",2228,"NSW","Australia",8,2330,6,2506.27,132,"Low-Value"
"Tiffi Havercroft","F",42,2412,77,"Chemical Engineer","Manufacturing","Affluent Customer","No",8,"881","Debs Center",4051,"QLD","Australia",8,2198,6,3903.57,433,"High-Value"
"Jarrett Chiplin","M",42,1112,25,"Quality Control Specialist","Manufacturing","Mass Customer","Yes",13,"915","Thackeray Junction",2204,"NSW","Australia",11,2289,3,1217.23,111,"Low-Value"
"Berthe Ludwell","F",42,3485,11,"Account Representative II","Financial Services","High Net Worth","Yes",9,"22976","Moose Place",2620,"NSW","Australia",8,2206,3,2491.47,312,"Mid-Value"
"Mace Edington","M",42,3427,67,"Help Desk Operator","Financial Services","Mass Customer","Yes",17,"0","Walton Court",2226,"NSW","Australia",9,2182,8,3921,443,"High-Value"
"Rebecca Shaughnessy","F",42,2822,83,"Professor","Manufacturing","Mass Customer","No",3,"99216","Oakridge Hill",3124,"VIC","Australia",12,2192,8,5340.29,444,"High-Value"
"Jaquith Maffey","F",42,148,69,"Programmer Analyst III","Property","Mass Customer","Yes",5,"3","Granby Parkway",3216,"VIC","Australia",8,2224,5,3268.4,323,"Mid-Value"
"Trixie Piscopiello","F",42,2379,85,"Occupational Therapist","Health","Affluent Customer","Yes",15,"5390","Park Meadow Park",2222,"NSW","Australia",10,2184,11,8252.73,444,"High-Value"
"Linet Postill","F",42,748,51,"VP Marketing","Financial Services","High Net Worth","No",7,"56045","Express Avenue",2176,"NSW","Australia",9,2227,9,3516,243,"Mid-Value"
"Vinnie Usherwood","F",42,349,35,"Computer Systems Analyst IV","Manufacturing","High Net Worth","No",4,"98","Westerfield Trail",3127,"VIC","Australia",11,2347,5,1669.26,121,"Low-Value"
"Pattin Morican","M",42,743,89,"VP Accounting","Financial Services","Mass Customer","Yes",13,"272","Pankratz Hill",2031,"NSW","Australia",10,2270,4,3908.8,113,"Low-Value"
"Vickie West","F",42,3195,4,"Tax Accountant","Manufacturing","Mass Customer","No",18,"6590","Fremont Avenue",2077,"NSW","Australia",8,2230,8,3143.73,243,"Mid-Value"
"Frederic McGown","M",42,2717,31,"Registered Nurse","Health","Mass Customer","No",13,"6994","Hanson Place",2580,"NSW","Australia",5,2222,9,4465.46,344,"High-Value"
"Constantia Sirr","F",42,1226,32,"Director of Sales","Health","Mass Customer","Yes",13,"85957","Basil Way",3029,"VIC","Australia",7,2205,5,937.440000000001,321,"Mid-Value"
"Timmie Eisikowitz","M",42,346,68,"Financial Analyst","Financial Services","Mass Customer","No",3,"44621","Linden Drive",2155,"NSW","Australia",10,2193,9,6420.7,444,"High-Value"
"Myca Standley","M",42,2290,18,"Account Executive","Manufacturing","Mass Customer","Yes",5,"1032","Killdeer Place",3631,"VIC","Australia",3,2253,5,4225.77,224,"Mid-Value"
"Deva Carnow","F",42,2975,67,"Senior Cost Accountant","Financial Services","Mass Customer","No",14,"26223","Warrior Terrace",2204,"NSW","Australia",9,2350,3,2020.68,112,"Low-Value"
"Stephana Cardew","F",42,152,5,"Compensation Analyst","Financial Services","Mass Customer","No",16,"992","Old Shore Trail",2069,"NSW","Australia",12,2339,2,1966.88,112,"Low-Value"
"Rip Spiers","M",42,3115,40,"Nuclear Power Engineer","Manufacturing","Mass Customer","No",8,"3538","Bunting Hill",3805,"VIC","Australia",7,2376,5,4020.91,123,"Low-Value"
"Jorie Pigott","F",42,546,80,"Information Systems Manager","Health","Mass Customer","Yes",12,"20198","Hansons Plaza",2340,"NSW","Australia",2,2218,5,4449.53,324,"Mid-Value"
"Ofella Walbrook","F",42,1356,12,"Account Representative I","Financial Services","High Net Worth","No",13,"1","Bayside Pass",3076,"VIC","Australia",8,2203,6,3853.42,333,"Mid-Value"
"Ebba Melhuish","F",42,2432,67,"Nuclear Power Engineer","Manufacturing","Affluent Customer","Yes",5,"37","Roth Place",2144,"NSW","Australia",10,2221,5,2073.65,322,"Mid-Value"
"Lenci Symcox","M",42,2423,49,"Professor","IT","Mass Customer","Yes",20,"7585","Rutledge Trail",3161,"VIC","Australia",9,2240,1,50.66,211,"Low-Value"
"Shay Gimbart","M",42,1297,91,"Social Worker","Health","Mass Customer","No",3,"3","Gina Center",4210,"QLD","Australia",7,2183,6,2424.53,432,"High-Value"
"Anastasie Le Grand","F",42,3124,73,"Account Executive","Retail","High Net Worth","Yes",9,"32","Elmside Point",2560,"NSW","Australia",6,2219,3,401.5,311,"Mid-Value"
"Sarita Georgiev","F",42,2223,38,"Professor","Health","Mass Customer","No",12,"2","Michigan Parkway",3006,"VIC","Australia",5,2235,7,3538.42,233,"Mid-Value"
"Chrissie Bernardini","F",42,419,34,"VP Marketing","Manufacturing","Affluent Customer","No",17,"7526","Artisan Parkway",4223,"QLD","Australia",8,2195,7,5027.37,434,"High-Value"
"Byram Lamberts","M",42,3349,11,"Director of Sales","Argiculture","Affluent Customer","No",9,"9","Brown Pass",3196,"VIC","Australia",9,2402,5,2496.51,122,"Low-Value"
"Tymothy Rodder","M",42,3304,43,"Biostatistician III","Health","Mass Customer","No",12,"0","Sachs Circle",4122,"QLD","Australia",8,2259,10,4236.21,244,"Mid-Value"
"Andree Simonato","F",42,988,35,"Director of Sales","Manufacturing","High Net Worth","No",7,"4","Amoth Trail",4161,"QLD","Australia",6,2293,2,243.94,111,"Low-Value"
"Corella Bartomeu","F",42,3212,62,"Analog Circuit Design manager","Financial Services","Affluent Customer","No",13,"4","Farragut Center",2065,"NSW","Australia",12,2280,7,7666.65,134,"Low-Value"
"Sheila McInulty","F",43,2572,30,"Engineer III","Financial Services","Mass Customer","No",13,"711","Summerview Junction",2075,"NSW","Australia",10,2260,8,4558.42,244,"Mid-Value"
"Eli Bockman","M",43,2,81,"Administrative Officer","Financial Services","Mass Customer","Yes",16,"6","Meadow Vale Court",2153,"NSW","Australia",10,2309,3,2226.26,112,"Low-Value"
"Querida Danilchev","F",43,457,70,"Recruiting Manager","Financial Services","High Net Worth","Yes",17,"7","Farmco Trail",2759,"NSW","Australia",9,2296,5,3680.34,123,"Low-Value"
"Dante Jikylls","M",43,1429,94,"Legal Assistant","Health","Mass Customer","Yes",12,"3","Rigney Center",2794,"NSW","Australia",2,2212,6,861.62,331,"Mid-Value"
"Germana McFadin","F",43,1403,18,"Geologist II","Retail","Mass Customer","No",16,"7530","Sutteridge Hill",3030,"VIC","Australia",7,2345,2,685.43,111,"Low-Value"
"Mavra Donavan","F",43,354,87,"Legal Assistant","Property","Mass Customer","No",9,"293","Porter Crossing",2830,"NSW","Australia",5,2248,6,3101.72,233,"Mid-Value"
"Lorne Quested","F",43,807,48,"Safety Technician I","Manufacturing","Affluent Customer","No",16,"40402","Moulton Park",2282,"NSW","Australia",8,2261,4,2491.13,212,"Low-Value"
"Shayne Ellesworthe","F",43,1606,93,"Environmental Specialist","Financial Services","Affluent Customer","Yes",9,"658","Northfield Junction",3023,"VIC","Australia",7,2223,4,2602.85,312,"Mid-Value"
"Giuseppe Tezure","M",43,1338,53,"Product Engineer","Retail","High Net Worth","No",14,"2885","Buhler Court",3804,"VIC","Australia",9,2412,2,234.36,111,"Low-Value"
"Thornton Vereker","M",43,1955,18,"Environmental Specialist","Financial Services","Mass Customer","No",11,"134","Knutson Street",2281,"NSW","Australia",9,2259,3,1215.92,211,"Low-Value"
"Garald Pidler","M",43,1282,99,"Programmer Analyst III","Entertainment","Affluent Customer","Yes",14,"791","Elgar Trail",4340,"QLD","Australia",5,2219,8,5521.41,344,"High-Value"
"Emeline Baldi","F",43,2429,54,"Assistant Professor","Manufacturing","Mass Customer","Yes",3,"338","Little Fleur Avenue",2170,"NSW","Australia",9,2403,3,2883.65,113,"Low-Value"
"Sissie Giordano","F",43,2690,17,"Registered Nurse","Health","Affluent Customer","Yes",12,"39746","Eliot Center",2177,"NSW","Australia",9,2290,4,1082.15,111,"Low-Value"
"Fleur Whittlesea","F",43,669,73,"Research Associate","Manufacturing","Mass Customer","No",3,"48","Warbler Road",4053,"QLD","Australia",7,2189,11,5513.28,444,"High-Value"
"Gan Devoy","M",43,348,20,"Assistant Professor","Retail","Mass Customer","Yes",9,"7633","Mayer Plaza",2768,"NSW","Australia",10,2306,6,2071.99,132,"Low-Value"
"Darcy Jaslem","M",43,1829,82,"Editor","Argiculture","Mass Customer","No",14,"107","Garrison Plaza",2200,"NSW","Australia",10,2184,3,1805.92,412,"High-Value"
"Carita Kemwall","F",43,2597,58,"Civil Engineer","Manufacturing","High Net Worth","Yes",11,"97","Waxwing Terrace",4217,"QLD","Australia",10,2186,6,4017.66,433,"High-Value"
"Delcine Hansod","F",43,1721,82,"Senior Quality Engineer","Financial Services","High Net Worth","No",14,"0","Graedel Drive",4817,"QLD","Australia",4,2181,7,3766.35,433,"High-Value"
"Debbi Petschelt","F",43,1749,66,"Tax Accountant","Telecommunications","High Net Worth","No",4,"85","Magdeline Crossing",3149,"VIC","Australia",9,2262,3,1820.71,212,"Low-Value"
"Sybille Maddison","F",43,2750,42,"Programmer IV","Property","High Net Worth","No",20,"68730","Hermina Place",3130,"VIC","Australia",10,2223,11,5964.05,344,"High-Value"
"Hildy Bilbrook","F",43,301,54,"Developer IV","Manufacturing","High Net Worth","No",19,"6170","Buena Vista Way",2320,"NSW","Australia",7,2274,2,89.71,111,"Low-Value"
"Antonia Cardis","F",43,353,9,"Information Systems Manager","Financial Services","Mass Customer","No",3,"143","Elka Circle",3134,"VIC","Australia",9,2204,11,6792.83,344,"High-Value"
"Bertram Linn","M",43,801,28,"Geologist IV","Manufacturing","Affluent Customer","No",20,"1626","Dawn Street",4514,"QLD","Australia",3,2363,2,254.63,111,"Low-Value"
"Vidovic Fretson","M",43,1293,89,"Quality Engineer","IT","Mass Customer","No",8,"378","Butterfield Pass",4300,"QLD","Australia",6,2420,5,4736.69,124,"Low-Value"
"Barron Waszkiewicz","M",43,2129,26,"Electrical Engineer","Manufacturing","High Net Worth","No",3,"3516","Kensington Lane",2164,"NSW","Australia",9,2330,2,873.12,111,"Low-Value"
"Tamarah Sobtka","F",43,1407,43,"Structural Analysis Engineer","Manufacturing","Mass Customer","Yes",9,"931","Rigney Terrace",3015,"VIC","Australia",10,2181,9,3796.53,443,"High-Value"
"Araldo Klamp","M",43,2466,62,"Software Test Engineer IV","Entertainment","High Net Worth","No",16,"188","Carberry Point",4650,"QLD","Australia",1,2200,5,1576.82,321,"Mid-Value"
"Whitby Schapero","M",43,50,38,"Account Executive","Manufacturing","Mass Customer","Yes",16,"957","Veith Junction",2047,"NSW","Australia",10,2207,7,4153.41,334,"Mid-Value"
"Sherm Tythe","M",43,2560,7,"Developer IV","Retail","Mass Customer","No",21,"583","Eagle Crest Road",2000,"NSW","Australia",8,2226,11,5595.44,344,"High-Value"
"Boonie Withams","M",43,2562,98,"Internal Auditor","Retail","Mass Customer","No",13,"0","Truax Trail",3677,"VIC","Australia",5,2282,7,3848.22,133,"Low-Value"
"Teressa Tague","F",43,2787,92,"Marketing Assistant","Manufacturing","Affluent Customer","Yes",6,"3","Cordelia Place",3018,"VIC","Australia",9,2218,6,6153,334,"Mid-Value"
"Kissie Steanson","F",43,2289,97,"Research Nurse","Health","Affluent Customer","Yes",13,"9356","Badeau Drive",3630,"VIC","Australia",1,2240,4,2224.75,212,"Low-Value"
"Stanley Seven","M",43,776,30,"Financial Analyst","Financial Services","High Net Worth","No",20,"2699","Crest Line Way",4869,"QLD","Australia",4,2194,9,2201.86,442,"High-Value"
"Erik Pothecary","M",43,2893,84,"Analog Circuit Design manager","Retail","Mass Customer","No",11,"289","Lerdahl Terrace",2763,"NSW","Australia",8,2240,3,3533.56,213,"Low-Value"
"Gerome Monshall","M",43,2261,81,"Account Representative II","Health","Mass Customer","Yes",13,"7035","Crest Line Place",3101,"VIC","Australia",11,2216,4,1465.16,311,"Mid-Value"
"Mile Cammocke","M",43,21,74,"Safety Technician I","Manufacturing","Affluent Customer","Yes",16,"18","Jenna Center",2650,"NSW","Australia",7,2187,5,4229.41,424,"High-Value"
"Teador Laurant","M",43,2135,97,"Structural Engineer","Health","Mass Customer","Yes",15,"0","Moose Court",2063,"NSW","Australia",12,2519,1,217.51,111,"Low-Value"
"Harmon Bakster","M",43,2055,46,"Administrative Assistant III","Retail","High Net Worth","No",7,"1786","Orin Street",2327,"NSW","Australia",3,2181,9,5563.63,444,"High-Value"
"Jodee Judkins","F",43,92,98,"Recruiting Manager","Health","Mass Customer","No",12,"3","Hintze Pass",3133,"VIC","Australia",10,2215,3,2967.44,313,"Mid-Value"
"Ephraim Fulep","M",43,1933,72,"Automation Specialist I","Manufacturing","Affluent Customer","No",18,"7202","Prairieview Court",2221,"NSW","Australia",11,2222,8,4271.39,344,"High-Value"
"Norby Elion","M",43,3420,96,"Financial Advisor","Financial Services","Mass Customer","Yes",19,"283","Loftsgordon Center",4118,"QLD","Australia",5,2186,11,6808.18,444,"High-Value"
"Tadeas McUre","M",43,1571,19,"Clinical Specialist","Health","Mass Customer","Yes",22,"608","Rutledge Drive",2121,"NSW","Australia",11,2184,4,4968.78,414,"High-Value"
"Caprice Pack","F",43,3149,31,"Tax Accountant","Manufacturing","Affluent Customer","Yes",5,"48007","Lakewood Hill",3141,"VIC","Australia",10,2203,3,2036.78,312,"Mid-Value"
"Ettore Bere","M",43,2986,60,"Desktop Support Technician","Financial Services","Mass Customer","No",13,"130","Thompson Plaza",2199,"NSW","Australia",9,2209,8,4271.8,344,"High-Value"
"Jacquelyn Rowlinson","F",43,1120,87,"Web Developer IV","Retail","Affluent Customer","No",12,"3","6th Alley",2168,"NSW","Australia",9,2182,5,912.94,421,"High-Value"
"Carry Tomlett","F",43,908,86,"Executive Secretary","Financial Services","Affluent Customer","Yes",17,"352","Bonner Crossing",3084,"VIC","Australia",8,2185,7,2880.1,433,"High-Value"
"Lew Wittleton","M",43,2496,29,"Web Developer II","Manufacturing","Mass Customer","Yes",21,"2","Declaration Lane",4551,"QLD","Australia",7,2377,5,707.56,121,"Low-Value"
"Myrah McCarry","F",43,2505,45,"VP Marketing","Financial Services","High Net Worth","No",3,"30","Redwing Pass",2112,"NSW","Australia",11,2193,9,3340.35,443,"High-Value"
"Cthrine Orans","F",43,3122,17,"Civil Engineer","Manufacturing","High Net Worth","Yes",15,"96073","Erie Place",2763,"NSW","Australia",9,2324,4,3903.03,113,"Low-Value"
"Warner Zuker","M",43,1291,0,"Quality Engineer","Health","Mass Customer","No",12,"8","Kinsman Alley",4304,"QLD","Australia",2,2197,7,5147.26,434,"High-Value"
"Noland Larder","M",43,1900,67,"Safety Technician II","Financial Services","Affluent Customer","Yes",19,"3762","Victoria Alley",4078,"QLD","Australia",6,2248,4,1017.24,211,"Low-Value"
"Basile Firth","M",43,20,72,"Project Manager","Manufacturing","Mass Customer","No",11,"32","Bartelt Crossing",2444,"NSW","Australia",8,2212,4,3608.28,313,"Mid-Value"
"Ida","F",43,860,80,"Technical Writer","Property","High Net Worth","Yes",7,"59041","Independence Point",4020,"QLD","Australia",9,2272,4,3530.12,113,"Low-Value"
"Tyson Pearcy","M",43,2776,59,"Web Designer III","Manufacturing","Mass Customer","No",16,"9","Swallow Way",4115,"QLD","Australia",7,2227,3,683.37,211,"Low-Value"
"Vitia Crum","F",43,3341,19,"Help Desk Technician","Retail","Affluent Customer","Yes",6,"411","Anthes Circle",2030,"NSW","Australia",12,2230,4,921.62,211,"Low-Value"
"Gregory Balchin","M",43,1944,73,"Programmer III","Argiculture","High Net Worth","Yes",8,"9525","Johnson Place",3190,"VIC","Australia",8,2186,5,1345.75,421,"High-Value"
"Brendan Vicent","M",43,2265,55,"Analyst Programmer","Property","Mass Customer","Yes",5,"987","Victoria Trail",4006,"QLD","Australia",8,2276,3,1988.76,112,"Low-Value"
"Agustin Isworth","M",43,1993,82,"Accounting Assistant II","IT","High Net Worth","Yes",3,"500","Victoria Plaza",2147,"NSW","Australia",9,2255,8,2784.71,242,"Mid-Value"
